"id","orderid","productid","qty","unitprice","price"
70425035,3119,4,1,5625,5625
70425036,3119,1,1,1875,1875
70425037,3120,3,1,7500,7500
70425038,3120,4,2,5625,11250
70425039,3120,1,2,1875,3750
70425040,3121,3,1,7500,7500
70425041,3121,2,1,9375,9375
70425042,3121,4,1,5625,5625
70425043,3121,1,1,1875,1875
70425044,3122,3,2,7500,15000
70425045,3122,4,2,5625,11250
70425046,3122,5,1,1250,1250
70425047,3122,1,1,1875,1875
70425048,3123,3,2,7500,15000
70425049,3124,2,1,9375,9375
70425050,3124,4,3,5625,16875
70425051,3124,1,1,1875,1875
70425052,3125,3,1,7500,7500
70425053,3125,2,1,9375,9375
70425054,3125,4,3,5625,16875
70425055,3125,1,1,1875,1875
70425056,3126,3,1,7500,7500
70425057,3126,2,3,9375,28125
70425058,3126,4,2,5625,11250
70425059,3126,5,1,1250,1250
70425060,3126,1,1,1875,1875
70425061,3127,3,2,7500,15000
70425062,3127,2,1,9375,9375
70425063,3127,4,1,5625,5625
70425064,3128,4,1,5625,5625
70425065,3129,3,1,7500,7500
70425066,3129,2,1,9375,9375
70425067,3129,1,1,1875,1875
70425068,3130,3,2,7500,15000
70425069,3130,2,2,9375,18750
70425070,3130,4,3,5625,16875
70425071,3131,3,2,7500,15000
70425072,3131,2,1,9375,9375
70425073,3131,5,2,1250,2500
70425074,3131,1,1,1875,1875
70425075,3132,4,3,5625,16875
70425076,3132,1,1,1875,1875
70425077,3133,3,1,7500,7500
70425078,3133,2,1,9375,9375
70425079,3133,4,1,5625,5625
70425080,3134,3,1,7500,7500
70425081,3134,2,1,9375,9375
70425082,3134,4,2,5625,11250
70425083,3134,1,1,1875,1875
70425084,3135,4,2,5625,11250
70425085,3136,3,1,7500,7500
70425086,3136,2,1,9375,9375
70425087,3137,3,1,7500,7500
70425088,3137,4,1,5625,5625
70425089,3138,3,1,7500,7500
70425090,3139,4,1,5625,5625
70425091,3140,3,3,7500,22500
70425092,3140,2,2,9375,18750
70425093,3140,5,1,1250,1250
70425094,3140,1,1,1875,1875
70425095,3141,3,1,7500,7500
70425096,3141,2,2,9375,18750
70425097,3141,4,2,5625,11250
70425098,3141,5,1,1250,1250
70425099,3142,3,1,7500,7500
70425100,3142,2,3,9375,28125
70425101,3142,4,1,5625,5625
70425102,3143,3,3,7500,22500
70425103,3143,2,1,9375,9375
70425104,3143,4,2,5625,11250
70425105,3143,5,1,1250,1250
70425106,3143,1,2,1875,3750
70425107,3143,1,1,1875,1875
70425108,3144,4,1,5625,5625
70425109,3145,2,1,9375,9375
70425110,3145,4,1,5625,5625
70425111,3145,1,1,1875,1875
70425112,3146,3,1,7500,7500
70425113,3146,2,2,9375,18750
70425114,3146,4,2,5625,11250
70425115,3146,5,2,1250,2500
70425116,3147,3,2,7500,15000
70425117,3148,3,2,7500,15000
70425118,3148,4,3,5625,16875
70425119,3148,5,1,1250,1250
70425120,3149,2,1,9375,9375
70425121,3149,4,3,5625,16875
70425122,3149,5,1,1250,1250
70425123,3149,1,1,1875,1875
70425124,3150,3,1,7500,7500
70425125,3151,3,1,7500,7500
70425126,3151,2,2,9375,18750
70425127,3151,4,1,5625,5625
70425128,3151,5,1,1250,1250
70425129,3151,1,1,1875,1875
70425130,3152,3,1,7500,7500
70425131,3153,3,2,7500,15000
70425132,3153,2,2,9375,18750
70425133,3153,4,1,5625,5625
70425134,3153,1,1,1875,1875
70425135,3154,3,1,7500,7500
70425136,3154,2,2,9375,18750
70425137,3154,1,2,1875,3750
70425138,3155,3,2,7500,15000
70425139,3156,3,1,7500,7500
70425140,3157,3,3,7500,22500
70425141,3157,4,3,5625,16875
70425142,3157,5,2,1250,2500
70425143,3158,2,1,9375,9375
70425144,3158,4,1,5625,5625
70425145,3159,3,1,7500,7500
70425146,3159,2,3,9375,28125
70425147,3159,4,3,5625,16875
70425148,3159,1,1,1875,1875
70425149,3159,1,2,1875,3750
70425150,3160,3,1,7500,7500
70425151,3160,2,1,9375,9375
70425152,3161,2,1,9375,9375
70425153,3162,2,1,9375,9375
70425154,3162,4,1,5625,5625
70425155,3163,3,2,7500,15000
70425156,3163,2,1,9375,9375
70425157,3163,4,2,5625,11250
70425158,3163,5,1,1250,1250
70425159,3163,1,1,1875,1875
70425160,3163,1,1,1875,1875
70425161,3164,3,1,7500,7500
70425162,3164,2,1,9375,9375
70425163,3164,4,1,5625,5625
70425164,3165,2,1,9375,9375
70425165,3166,2,1,9375,9375
70425166,3167,3,1,7500,7500
70425167,3167,2,2,9375,18750
70425168,3167,4,1,5625,5625
70425169,3167,1,1,1875,1875
70425170,3167,1,2,1875,3750
70425171,3168,3,1,7500,7500
70425172,3169,2,1,9375,9375
70425173,3170,3,1,7500,7500
70425174,3170,2,2,9375,18750
70425175,3170,4,1,5625,5625
70425176,3170,5,1,1250,1250
70425177,3170,1,1,1875,1875
70425178,3171,2,2,9375,18750
70425179,3171,4,2,5625,11250
70425180,3172,3,3,7500,22500
70425181,3172,2,3,9375,28125
70425182,3172,4,1,5625,5625
70425183,3172,1,1,1875,1875
70425184,3172,1,2,1875,3750
70425185,3173,3,3,7500,22500
70425186,3173,2,1,9375,9375
70425187,3173,4,1,5625,5625
70425188,3173,1,1,1875,1875
70425189,3174,3,1,7500,7500
70425190,3174,2,1,9375,9375
70425191,3174,4,2,5625,11250
70425192,3174,1,1,1875,1875
70425193,3174,1,1,1875,1875
70425194,3175,3,1,7500,7500
70425195,3175,4,2,5625,11250
70425196,3175,1,1,1875,1875
70425197,3176,2,3,9375,28125
70425198,3176,4,1,5625,5625
70425199,3177,3,1,7500,7500
70425200,3177,2,3,9375,28125
70425201,3177,4,2,5625,11250
70425202,3177,1,1,1875,1875
70425203,3177,1,1,1875,1875
70425204,3178,3,2,7500,15000
70425205,3179,3,1,7500,7500
70425206,3179,4,1,5625,5625
70425207,3180,4,1,5625,5625
70425208,3181,3,1,7500,7500
70425209,3181,2,1,9375,9375
70425210,3182,4,1,5625,5625
70425211,3183,3,2,7500,15000
70425212,3183,2,2,9375,18750
70425213,3183,4,2,5625,11250
70425214,3184,4,1,5625,5625
70425215,3184,1,1,1875,1875
70425216,3185,3,3,7500,22500
70425217,3185,4,3,5625,16875
70425218,3185,5,1,1250,1250
70425219,3185,1,1,1875,1875
70425220,3185,1,1,1875,1875
70425221,3186,3,2,7500,15000
70425222,3186,2,2,9375,18750
70425223,3186,4,3,5625,16875
70425224,3186,5,1,1250,1250
70425225,3186,1,1,1875,1875
70425226,3186,1,1,1875,1875
70425227,3187,2,1,9375,9375
70425228,3187,4,1,5625,5625
70425229,3188,3,1,7500,7500
70425230,3188,2,1,9375,9375
70425231,3188,4,1,5625,5625
70425232,3188,1,1,1875,1875
70425233,3189,2,1,9375,9375
70425234,3189,4,1,5625,5625
70425235,3189,5,1,1250,1250
70425236,3190,3,1,7500,7500
70425237,3190,2,1,9375,9375
70425238,3190,4,1,5625,5625
70425239,3190,1,1,1875,1875
70425240,3191,3,1,7500,7500
70425241,3192,2,2,9375,18750
70425242,3193,3,2,7500,15000
70425243,3193,2,3,9375,28125
70425244,3194,3,1,7500,7500
70425245,3194,2,1,9375,9375
70425246,3194,4,2,5625,11250
70425247,3194,1,1,1875,1875
70425248,3194,1,1,1875,1875
70425249,3195,3,2,7500,15000
70425250,3195,2,3,9375,28125
70425251,3195,4,2,5625,11250
70425252,3195,5,2,1250,2500
70425253,3195,1,1,1875,1875
70425254,3195,1,2,1875,3750
70425255,3196,2,2,9375,18750
70425256,3196,4,2,5625,11250
70425257,3196,5,1,1250,1250
70425258,3196,1,1,1875,1875
70425259,3196,1,1,1875,1875
70425260,3197,3,1,7500,7500
70425261,3197,2,2,9375,18750
70425262,3197,4,2,5625,11250
70425263,3197,1,1,1875,1875
70425264,3198,3,1,7500,7500
70425265,3198,4,2,5625,11250
70425266,3199,3,1,7500,7500
70425267,3199,2,1,9375,9375
70425268,3199,4,2,5625,11250
70425269,3199,5,1,1250,1250
70425270,3200,3,1,7500,7500
70425271,3200,2,1,9375,9375
70425272,3200,4,1,5625,5625
70425273,3200,5,1,1250,1250
70425274,3201,3,2,7500,15000
70425275,3201,2,3,9375,28125
70425276,3201,4,2,5625,11250
70425277,3201,5,1,1250,1250
70425278,3201,1,1,1875,1875
70425279,3202,2,3,9375,28125
70425280,3203,2,1,9375,9375
70425281,3204,2,2,9375,18750
70425282,3204,4,1,5625,5625
70425283,3204,1,1,1875,1875
70425284,3205,4,1,5625,5625
70425285,3206,2,1,9375,9375
70425286,3207,3,1,7500,7500
70425287,3207,2,1,9375,9375
70425288,3208,3,2,7500,15000
70425289,3208,4,1,5625,5625
70425290,3208,1,1,1875,1875
70425291,3209,3,1,7500,7500
70425292,3210,3,2,7500,15000
70425293,3210,2,2,9375,18750
70425294,3211,3,1,7500,7500
70425295,3211,2,3,9375,28125
70425296,3211,1,1,1875,1875
70425297,3212,3,1,7500,7500
70425298,3212,4,1,5625,5625
70425299,3213,3,1,7500,7500
70425300,3214,2,2,9375,18750
70425301,3214,4,1,5625,5625
70425302,3214,1,1,1875,1875
70425303,3215,3,1,7500,7500
70425304,3215,2,1,9375,9375
70425305,3215,5,1,1250,1250
70425306,3216,3,1,7500,7500
70425307,3216,2,1,9375,9375
70425308,3216,4,1,5625,5625
70425309,3216,5,1,1250,1250
70425310,3217,3,3,7500,22500
70425311,3217,4,1,5625,5625
70425312,3217,1,1,1875,1875
70425313,3218,3,3,7500,22500
70425314,3218,2,1,9375,9375
70425315,3218,4,1,5625,5625
70425316,3219,2,1,9375,9375
70425317,3220,2,2,9375,18750
70425318,3221,2,1,9375,9375
70425319,3222,3,1,7500,7500
70425320,3222,2,1,9375,9375
70425321,3223,4,1,5625,5625
70425322,3224,2,2,9375,18750
70425323,3224,4,1,5625,5625
70425324,3224,1,1,1875,1875
70425325,3225,3,1,7500,7500
70425326,3225,4,1,5625,5625
70425327,3225,1,1,1875,1875
70425328,3226,3,1,7500,7500
70425329,3226,4,1,5625,5625
70425330,3227,3,1,7500,7500
70425331,3227,2,1,9375,9375
70425332,3228,3,3,7500,22500
70425333,3228,2,1,9375,9375
70425334,3228,4,2,5625,11250
70425335,3228,1,1,1875,1875
70425336,3228,1,1,1875,1875
70425337,3229,3,1,7500,7500
70425338,3229,4,1,5625,5625
70425339,3230,3,1,7500,7500
70425340,3230,2,2,9375,18750
70425341,3230,1,1,1875,1875
70425342,3231,3,1,7500,7500
70425343,3232,3,1,7500,7500
70425344,3232,2,1,9375,9375
70425345,3232,4,1,5625,5625
70425346,3232,5,1,1250,1250
70425347,3233,3,1,7500,7500
70425348,3233,2,2,9375,18750
70425349,3233,4,1,5625,5625
70425350,3233,5,1,1250,1250
70425351,3234,2,2,9375,18750
70425352,3234,4,1,5625,5625
70425353,3235,2,2,9375,18750
70425354,3236,2,3,9375,28125
70425355,3236,4,1,5625,5625
70425356,3237,4,2,5625,11250
70425357,3238,3,3,7500,22500
70425358,3238,2,2,9375,18750
70425359,3238,4,3,5625,16875
70425360,3238,1,1,1875,1875
70425361,3238,1,1,1875,1875
70425362,3239,3,2,7500,15000
70425363,3239,2,2,9375,18750
70425364,3240,3,2,7500,15000
70425365,3240,2,3,9375,28125
70425366,3240,4,1,5625,5625
70425367,3241,3,3,7500,22500
70425368,3241,2,1,9375,9375
70425369,3241,1,2,1875,3750
70425370,3242,3,1,7500,7500
70425371,3242,2,1,9375,9375
70425372,3243,2,2,9375,18750
70425373,3244,3,2,7500,15000
70425374,3244,2,2,9375,18750
70425375,3244,4,1,5625,5625
70425376,3244,1,1,1875,1875
70425377,3245,3,2,7500,15000
70425378,3245,4,2,5625,11250
70425379,3245,5,1,1250,1250
70425380,3246,3,2,7500,15000
70425381,3247,4,1,5625,5625
70425382,3248,2,1,9375,9375
70425383,3249,3,2,7500,15000
70425384,3249,2,1,9375,9375
70425385,3249,4,2,5625,11250
70425386,3249,1,1,1875,1875
70425387,3250,3,1,7500,7500
70425388,3250,2,1,9375,9375
70425389,3251,2,2,9375,18750
70425390,3251,4,1,5625,5625
70425391,3251,1,1,1875,1875
70425392,3252,3,1,7500,7500
70425393,3252,2,2,9375,18750
70425394,3252,4,2,5625,11250
70425395,3253,3,2,7500,15000
70425396,3254,2,1,9375,9375
70425397,3254,4,1,5625,5625
70425398,3254,5,1,1250,1250
70425399,3255,3,2,7500,15000
70425400,3255,2,1,9375,9375
70425401,3255,4,2,5625,11250
70425402,3255,1,2,1875,3750
70425403,3255,1,1,1875,1875
70425404,3256,3,1,7500,7500
70425405,3256,4,3,5625,16875
70425406,3257,3,1,7500,7500
70425407,3257,2,2,9375,18750
70425408,3257,4,2,5625,11250
70425409,3257,5,1,1250,1250
70425410,3258,2,2,9375,18750
70425411,3258,4,2,5625,11250
70425412,3258,1,1,1875,1875
70425413,3258,1,2,1875,3750
70425414,3259,3,1,7500,7500
70425415,3259,2,1,9375,9375
70425416,3259,4,1,5625,5625
70425417,3260,3,1,7500,7500
70425418,3260,2,1,9375,9375
70425419,3261,2,1,9375,9375
70425420,3262,4,1,5625,5625
70425421,3263,3,1,7500,7500
70425422,3263,2,2,9375,18750
70425423,3263,4,1,5625,5625
70425424,3263,1,1,1875,1875
70425425,3263,1,1,1875,1875
70425426,3264,2,2,9375,18750
70425427,3264,4,2,5625,11250
70425428,3264,1,1,1875,1875
70425429,3264,1,2,1875,3750
70425430,3265,3,1,7500,7500
70425431,3266,3,3,7500,22500
70425432,3266,2,1,9375,9375
70425433,3266,4,1,5625,5625
70425434,3266,5,1,1250,1250
70425435,3267,2,1,9375,9375
70425436,3267,4,1,5625,5625
70425437,3268,2,1,9375,9375
70425438,3268,4,1,5625,5625
70425439,3269,3,1,7500,7500
70425440,3269,2,1,9375,9375
70425441,3270,3,1,7500,7500
70425442,3271,3,2,7500,15000
70425443,3271,4,1,5625,5625
70425444,3271,1,1,1875,1875
70425445,3272,3,2,7500,15000
70425446,3272,2,2,9375,18750
70425447,3272,4,1,5625,5625
70425448,3273,3,1,7500,7500
70425449,3273,2,1,9375,9375
70425450,3273,4,1,5625,5625
70425451,3273,1,1,1875,1875
70425452,3274,3,3,7500,22500
70425453,3274,2,1,9375,9375
70425454,3274,4,1,5625,5625
70425455,3275,2,2,9375,18750
70425456,3275,4,2,5625,11250
70425457,3275,5,1,1250,1250
70425458,3276,3,1,7500,7500
70425459,3277,3,1,7500,7500
70425460,3277,2,2,9375,18750
70425461,3278,3,2,7500,15000
70425462,3278,2,2,9375,18750
70425463,3278,4,2,5625,11250
70425464,3279,3,2,7500,15000
70425465,3279,2,1,9375,9375
70425466,3279,4,3,5625,16875
70425467,3279,5,1,1250,1250
70425468,3279,1,1,1875,1875
70425469,3280,3,2,7500,15000
70425470,3280,2,1,9375,9375
70425471,3280,4,1,5625,5625
70425472,3280,5,1,1250,1250
70425473,3281,2,1,9375,9375
70425474,3281,4,1,5625,5625
70425475,3282,2,1,9375,9375
70425476,3283,4,1,5625,5625
70425477,3284,4,2,5625,11250
70425478,3284,1,1,1875,1875
70425479,3285,3,2,7500,15000
70425480,3285,2,2,9375,18750
70425481,3285,1,1,1875,1875
70425482,3286,4,2,5625,11250
70425483,3287,3,1,7500,7500
70425484,3287,2,3,9375,28125
70425485,3287,4,1,5625,5625
70425486,3287,5,1,1250,1250
70425487,3288,4,3,5625,16875
70425488,3289,3,2,7500,15000
70425489,3289,2,2,9375,18750
70425490,3289,4,1,5625,5625
70425491,3289,1,1,1875,1875
70425492,3290,2,1,9375,9375
70425493,3291,3,1,7500,7500
70425494,3291,2,2,9375,18750
70425495,3291,4,1,5625,5625
70425496,3291,1,1,1875,1875
70425497,3292,2,1,9375,9375
70425498,3293,3,3,7500,22500
70425499,3293,2,2,9375,18750
70425500,3293,4,2,5625,11250
70425501,3293,1,1,1875,1875
70425502,3293,1,1,1875,1875
70425503,3294,3,3,7500,22500
70425504,3294,2,1,9375,9375
70425505,3294,4,2,5625,11250
70425506,3295,3,1,7500,7500
70425507,3296,3,2,7500,15000
70425508,3296,2,2,9375,18750
70425509,3296,4,2,5625,11250
70425510,3296,1,1,1875,1875
70425511,3297,3,2,7500,15000
70425512,3297,2,3,9375,28125
70425513,3297,4,3,5625,16875
70425514,3297,5,1,1250,1250
70425515,3297,1,2,1875,3750
70425516,3298,3,3,7500,22500
70425517,3298,2,3,9375,28125
70425518,3298,1,2,1875,3750
70425519,3299,2,1,9375,9375
70425520,3300,2,1,9375,9375
70425521,3300,4,3,5625,16875
70425522,3300,5,1,1250,1250
70425523,3301,3,2,7500,15000
70425524,3301,2,1,9375,9375
70425525,3302,2,4,9375,37500
70425526,3302,4,2,5625,11250
70425527,3302,5,2,1250,2500
70425528,3302,1,2,1875,3750
70425529,3303,2,1,9375,9375
70425530,3304,2,1,9375,9375
70425531,3305,3,3,7500,22500
70425532,3305,2,1,9375,9375
70425533,3305,4,1,5625,5625
70425534,3305,5,1,1250,1250
70425535,3305,1,1,1875,1875
70425536,3305,1,1,1875,1875
70425537,3306,3,1,7500,7500
70425538,3306,2,1,9375,9375
70425539,3306,5,1,1250,1250
70425540,3307,2,1,9375,9375
70425541,3308,2,2,9375,18750
70425542,3308,4,3,5625,16875
70425543,3308,5,1,1250,1250
70425544,3308,1,2,1875,3750
70425545,3309,3,2,7500,15000
70425546,3309,2,1,9375,9375
70425547,3309,4,2,5625,11250
70425548,3310,3,2,7500,15000
70425549,3311,3,1,7500,7500
70425550,3311,2,1,9375,9375
70425551,3312,3,2,7500,15000
70425552,3312,2,2,9375,18750
70425553,3312,4,1,5625,5625
70425554,3313,2,3,9375,28125
70425555,3314,2,1,9375,9375
70425556,3315,3,3,7500,22500
70425557,3315,2,1,9375,9375
70425558,3315,4,2,5625,11250
70425559,3316,3,2,7500,15000
70425560,3316,4,1,5625,5625
70425561,3317,3,3,7500,22500
70425562,3317,4,3,5625,16875
70425563,3318,2,3,9375,28125
70425564,3318,5,1,1250,1250
70425565,3318,1,1,1875,1875
70425566,3319,4,1,5625,5625
70425567,3320,4,1,5625,5625
70425568,3321,4,2,5625,11250
70425569,3322,2,2,9375,18750
70425570,3322,4,1,5625,5625
70425571,3322,1,1,1875,1875
70425572,3323,3,2,7500,15000
70425573,3323,2,2,9375,18750
70425574,3323,5,2,1250,2500
70425575,3323,1,2,1875,3750
70425576,3324,3,3,7500,22500
70425577,3324,2,1,9375,9375
70425578,3324,4,1,5625,5625
70425579,3324,1,1,1875,1875
70425580,3324,1,2,1875,3750
70425581,3325,3,1,7500,7500
70425582,3326,3,2,7500,15000
70425583,3326,2,1,9375,9375
70425584,3327,3,1,7500,7500
70425585,3328,3,1,7500,7500
70425586,3329,3,1,7500,7500
70425587,3329,4,1,5625,5625
70425588,3329,1,1,1875,1875
70425589,3330,4,1,5625,5625
70425590,3331,2,1,9375,9375
70425591,3332,3,2,7500,15000
70425592,3332,4,2,5625,11250
70425593,3333,3,1,7500,7500
70425594,3333,2,1,9375,9375
70425595,3333,1,1,1875,1875
70425596,3334,3,1,7500,7500
70425597,3334,2,1,9375,9375
70425598,3335,3,2,7500,15000
70425599,3335,2,1,9375,9375
70425600,3335,4,3,5625,16875
70425601,3335,5,2,1250,2500
70425602,3336,3,2,7500,15000
70425603,3336,2,1,9375,9375
70425604,3336,4,3,5625,16875
70425605,3336,5,1,1250,1250
70425606,3336,1,2,1875,3750
70425607,3336,1,1,1875,1875
70425608,3337,3,1,7500,7500
70425609,3337,2,1,9375,9375
70425610,3337,5,1,1250,1250
70425611,3338,3,3,7500,22500
70425612,3338,2,3,9375,28125
70425613,3338,4,1,5625,5625
70425614,3339,4,1,5625,5625
70425615,3340,3,3,7500,22500
70425616,3340,2,2,9375,18750
70425617,3340,4,2,5625,11250
70425618,3340,5,2,1250,2500
70425619,3340,1,1,1875,1875
70425620,3341,4,1,5625,5625
70425621,3342,3,1,7500,7500
70425622,3342,2,1,9375,9375
70425623,3343,3,2,7500,15000
70425624,3343,2,3,9375,28125
70425625,3343,1,3,1875,5625
70425626,3344,2,2,9375,18750
70425627,3344,4,1,5625,5625
70425628,3344,1,1,1875,1875
70425629,3345,2,2,9375,18750
70425630,3346,2,1,9375,9375
70425631,3347,3,2,7500,15000
70425632,3347,2,1,9375,9375
70425633,3347,4,1,5625,5625
70425634,3348,2,1,9375,9375
70425635,3349,3,1,7500,7500
70425636,3350,3,1,7500,7500
70425637,3351,3,2,7500,15000
70425638,3351,2,2,9375,18750
70425639,3351,4,3,5625,16875
70425640,3351,5,1,1250,1250
70425641,3351,1,2,1875,3750
70425642,3352,3,1,7500,7500
70425643,3352,4,1,5625,5625
70425644,3352,1,1,1875,1875
70425645,3353,3,1,7500,7500
70425646,3353,2,2,9375,18750
70425647,3353,4,2,5625,11250
70425648,3353,5,1,1250,1250
70425649,3353,1,1,1875,1875
70425650,3354,4,1,5625,5625
70425651,3355,3,2,7500,15000
70425652,3355,4,3,5625,16875
70425653,3356,4,1,5625,5625
70425654,3357,2,2,9375,18750
70425655,3358,3,2,7500,15000
70425656,3359,3,1,7500,7500
70425657,3359,2,1,9375,9375
70425658,3360,3,2,7500,15000
70425659,3360,5,1,1250,1250
70425660,3361,3,2,7500,15000
70425661,3361,2,2,9375,18750
70425662,3361,4,1,5625,5625
70425663,3361,1,3,1875,5625
70425664,3361,1,1,1875,1875
70425665,3362,3,4,7500,30000
70425666,3362,2,1,9375,9375
70425667,3362,4,1,5625,5625
70425668,3362,1,2,1875,3750
70425669,3363,3,2,7500,15000
70425670,3363,2,3,9375,28125
70425671,3363,4,3,5625,16875
70425672,3364,3,1,7500,7500
70425673,3364,2,2,9375,18750
70425674,3364,4,2,5625,11250
70425675,3365,3,1,7500,7500
70425676,3365,2,1,9375,9375
70425677,3366,3,3,7500,22500
70425678,3366,4,3,5625,16875
70425679,3366,1,1,1875,1875
70425680,3366,1,2,1875,3750
70425681,3367,3,2,7500,15000
70425682,3367,4,1,5625,5625
70425683,3367,5,1,1250,1250
70425684,3368,3,1,7500,7500
70425685,3368,4,1,5625,5625
70425686,3368,1,1,1875,1875
70425687,3369,3,2,7500,15000
70425688,3370,3,1,7500,7500
70425689,3370,2,1,9375,9375
70425690,3370,4,1,5625,5625
70425691,3370,1,1,1875,1875
70425692,3371,3,1,7500,7500
70425693,3371,2,1,9375,9375
70425694,3371,4,2,5625,11250
70425695,3371,1,2,1875,3750
70425696,3372,3,1,7500,7500
70425697,3372,4,2,5625,11250
70425698,3372,5,1,1250,1250
70425699,3372,1,1,1875,1875
70425700,3373,3,1,7500,7500
70425701,3373,2,1,9375,9375
70425702,3373,1,1,1875,1875
70425703,3374,3,1,7500,7500
70425704,3374,2,2,9375,18750
70425705,3374,4,1,5625,5625
70425706,3375,2,1,9375,9375
70425707,3375,4,1,5625,5625
70425708,3376,2,2,9375,18750
70425709,3376,4,1,5625,5625
70425710,3376,1,1,1875,1875
70425711,3376,1,1,1875,1875
70425712,3377,4,1,5625,5625
70425713,3378,3,9,7500,67500
70425714,3378,2,4,9375,37500
70425715,3378,4,2,5625,11250
70425716,3378,5,2,1250,2500
70425717,3378,1,6,1875,11250
70425718,3378,1,2,1875,3750
70425719,3379,3,2,7500,15000
70425720,3379,4,1,5625,5625
70425721,3379,5,1,1250,1250
70425722,3380,4,2,5625,11250
70425723,3381,3,1,7500,7500
70425724,3381,4,1,5625,5625
70425725,3382,2,1,9375,9375
70425726,3382,4,1,5625,5625
70425727,3382,5,1,1250,1250
70425728,3383,3,1,7500,7500
70425729,3383,2,2,9375,18750
70425730,3383,4,1,5625,5625
70425731,3383,5,2,1250,2500
70425732,3383,1,1,1875,1875
70425733,3384,3,2,7500,15000
70425734,3384,2,2,9375,18750
70425735,3384,4,1,5625,5625
70425736,3384,5,1,1250,1250
70425737,3384,1,1,1875,1875
70425738,3384,1,1,1875,1875
70425739,3385,2,1,9375,9375
70425740,3386,3,1,7500,7500
70425741,3386,2,3,9375,28125
70425742,3386,4,1,5625,5625
70425743,3387,3,3,7500,22500
70425744,3387,2,2,9375,18750
70425745,3387,4,1,5625,5625
70425746,3387,1,1,1875,1875
70425747,3388,2,1,9375,9375
70425748,3388,4,1,5625,5625
70425749,3388,5,1,1250,1250
70425750,3389,3,3,7500,22500
70425751,3389,2,1,9375,9375
70425752,3390,3,2,7500,15000
70425753,3390,2,2,9375,18750
70425754,3390,4,1,5625,5625
70425755,3391,3,1,7500,7500
70425756,3392,3,1,7500,7500
70425757,3392,2,1,9375,9375
70425758,3392,4,2,5625,11250
70425759,3392,1,1,1875,1875
70425760,3392,1,1,1875,1875
70425761,3393,3,2,7500,15000
70425762,3393,2,3,9375,28125
70425763,3393,4,2,5625,11250
70425764,3394,3,1,7500,7500
70425765,3394,4,3,5625,16875
70425766,3395,4,1,5625,5625
70425767,3396,4,2,5625,11250
70425768,3397,2,1,9375,9375
70425769,3398,3,1,7500,7500
70425770,3398,2,2,9375,18750
70425771,3398,4,3,5625,16875
70425772,3398,1,2,1875,3750
70425773,3399,3,1,7500,7500
70425774,3399,2,2,9375,18750
70425775,3399,5,1,1250,1250
70425776,3399,1,1,1875,1875
70425777,3400,3,1,7500,7500
70425778,3400,4,1,5625,5625
70425779,3401,3,3,7500,22500
70425780,3401,4,3,5625,16875
70425781,3402,3,1,7500,7500
70425782,3402,2,3,9375,28125
70425783,3402,4,1,5625,5625
70425784,3402,1,2,1875,3750
70425785,3402,1,1,1875,1875
70425786,3403,3,1,7500,7500
70425787,3403,2,1,9375,9375
70425788,3403,4,1,5625,5625
70425789,3403,5,1,1250,1250
70425790,3404,4,1,5625,5625
70425791,3405,2,1,9375,9375
70425792,3405,4,1,5625,5625
70425793,3405,1,1,1875,1875
70425794,3406,3,1,7500,7500
70425795,3406,2,1,9375,9375
70425796,3406,4,2,5625,11250
70425797,3406,1,1,1875,1875
70425798,3407,2,2,9375,18750
70425799,3407,4,3,5625,16875
70425800,3407,1,1,1875,1875
70425801,3408,4,1,5625,5625
70425802,3409,3,1,7500,7500
70425803,3409,2,2,9375,18750
70425804,3409,4,2,5625,11250
70425805,3410,3,3,7500,22500
70425806,3410,2,1,9375,9375
70425807,3411,2,1,9375,9375
70425808,3412,2,1,9375,9375
70425809,3413,2,2,9375,18750
70425810,3413,4,1,5625,5625
70425811,3414,3,1,7500,7500
70425812,3415,3,2,7500,15000
70425813,3415,2,2,9375,18750
70425814,3415,4,3,5625,16875
70425815,3415,1,2,1875,3750
70425816,3415,1,1,1875,1875
70425817,3416,3,1,7500,7500
70425818,3416,2,1,9375,9375
70425819,3417,3,3,7500,22500
70425820,3417,4,3,5625,16875
70425821,3418,3,1,7500,7500
70425822,3418,2,2,9375,18750
70425823,3418,4,1,5625,5625
70425824,3418,5,1,1250,1250
70425825,3418,1,1,1875,1875
70425826,3419,2,1,9375,9375
70425827,3419,4,1,5625,5625
70425828,3420,3,1,7500,7500
70425829,3420,4,3,5625,16875
70425830,3420,1,1,1875,1875
70425831,3421,3,2,7500,15000
70425832,3421,2,2,9375,18750
70425833,3421,4,1,5625,5625
70425834,3421,1,1,1875,1875
70425835,3422,2,1,9375,9375
70425836,3423,3,2,7500,15000
70425837,3423,2,1,9375,9375
70425838,3424,2,1,9375,9375
70425839,3425,4,1,5625,5625
70425840,3426,2,2,9375,18750
70425841,3427,3,1,7500,7500
70425842,3428,3,1,7500,7500
70425843,3429,2,1,9375,9375
70425844,3429,4,2,5625,11250
70425845,3429,1,1,1875,1875
70425846,3430,3,1,7500,7500
70425847,3431,3,2,7500,15000
70425848,3431,4,1,5625,5625
70425849,3431,5,1,1250,1250
70425850,3432,3,1,7500,7500
70425851,3432,2,1,9375,9375
70425852,3433,3,2,7500,15000
70425853,3433,2,2,9375,18750
70425854,3433,4,2,5625,11250
70425855,3433,5,2,1250,2500
70425856,3433,1,2,1875,3750
