ID,ORDERID,PRODUCTID,QTY,UNITPRICE,PRICE
101915,100000723,4,1,5625,5625
101916,100000724,3,2,7500,15000
101917,100000724,2,1,9375,9375
101918,100000724,4,1,5625,5625
101919,100000724,5,1,1250,1250
101920,100000724,1,1,1875,1875
101921,100000725,3,1,7500,7500
101922,100000726,3,1,7500,7500
101923,100000727,3,1,7500,7500
101924,100000728,4,1,5625,5625
101925,100000729,3,1,7500,7500
101926,100000729,2,1,9375,9375
101927,100000729,4,1,5625,5625
101928,100000730,3,2,7500,15000
101929,100000731,3,2,7500,15000
101930,100000731,1,1,1875,1875
101931,100000732,4,1,5625,5625
101932,100000733,2,2,9375,18750
101933,100000733,4,1,5625,5625
101934,100000733,5,1,1250,1250
101935,100000734,3,2,7500,15000
101936,100000734,4,3,5625,16875
101937,100000734,5,1,1250,1250
101938,100000735,3,1,7500,7500
101939,100000736,3,1,7500,7500
101940,100000736,2,1,9375,9375
101941,100000736,4,3,5625,16875
101942,100000737,3,1,7500,7500
101943,100000737,4,2,5625,11250
101944,100000737,1,1,1875,1875
101945,100000738,3,2,7500,15000
101946,100000739,3,2,7500,15000
101947,100000740,3,1,7500,7500
101948,100000741,3,1,7500,7500
101949,100000741,2,2,9375,18750
101950,100000741,4,1,5625,5625
101951,100000741,5,1,1250,1250
101952,100000742,3,1,7500,7500
101953,100000743,3,3,7500,22500
101954,100000743,2,2,9375,18750
101955,100000743,4,1,5625,5625
101956,100000743,1,2,1875,3750
101957,100000744,3,1,7500,7500
101958,100000745,3,1,7500,7500
101959,100000745,4,1,5625,5625
101960,100000746,2,2,9375,18750
101961,100000746,1,1,1875,1875
101962,100000747,3,3,7500,22500
101963,100000747,2,1,9375,9375
101964,100000747,5,1,1250,1250
101965,100000747,1,1,1875,1875
101966,100000747,1,1,1875,1875
101967,100000748,4,1,5625,5625
101968,100000749,3,1,7500,7500
101969,100000749,2,3,9375,28125
101970,100000750,4,1,5625,5625
101971,100000751,3,1,7500,7500
101972,100000751,2,2,9375,18750
101973,100000751,4,1,5625,5625
101974,100000751,1,1,1875,1875
101975,100000751,1,1,1875,1875
101976,100000752,4,2,5625,11250
101977,100000753,3,3,7500,22500
101978,100000753,2,2,9375,18750
101979,100000753,4,1,5625,5625
101980,100000753,5,1,1250,1250
101981,100000754,3,2,7500,15000
101982,100000754,2,1,9375,9375
101983,100000755,2,2,9375,18750
101984,100000755,4,1,5625,5625
101985,100000755,1,1,1875,1875
101986,100000756,3,1,7500,7500
101987,100000757,3,3,7500,22500
101988,100000757,2,1,9375,9375
101989,100000757,4,1,5625,5625
101990,100000758,3,1,7500,7500
101991,100000758,2,2,9375,18750
101992,100000758,4,1,5625,5625
101993,100000758,1,1,1875,1875
101994,100000758,1,1,1875,1875
101995,100000759,3,2,7500,15000
101996,100000759,4,1,5625,5625
101997,100000759,1,1,1875,1875
101998,100000760,2,2,9375,18750
101999,100000760,4,1,5625,5625
102000,100000761,2,1,9375,9375
102001,100000762,2,1,9375,9375
102002,100000762,4,1,5625,5625
102003,100000763,2,1,9375,9375
102004,100000764,3,1,7500,7500
102005,100000764,4,2,5625,11250
102006,100000764,5,1,1250,1250
102007,100000765,2,3,9375,28125
102008,100000765,4,1,5625,5625
102009,100000765,1,1,1875,1875
102010,100000766,3,1,7500,7500
102011,100000766,2,2,9375,18750
102012,100000766,4,1,5625,5625
102013,100000766,5,1,1250,1250
102014,100000767,3,2,7500,15000
102015,100000767,4,1,5625,5625
102016,100000767,5,1,1250,1250
102017,100000767,1,1,1875,1875
102018,100000768,2,1,9375,9375
102019,100000768,4,3,5625,16875
102020,100000768,1,2,1875,3750
102021,100000769,3,1,7500,7500
102022,100000769,2,2,9375,18750
102023,100000769,4,1,5625,5625
102024,100000769,1,1,1875,1875
102025,100000770,3,1,7500,7500
102026,100000770,2,2,9375,18750
102027,100000770,5,1,1250,1250
102028,100000771,3,1,7500,7500
102029,100000771,2,1,9375,9375
102030,100000772,3,1,7500,7500
102031,100000772,4,1,5625,5625
102032,100000773,3,1,7500,7500
102033,100000773,2,1,9375,9375
102034,100000774,3,1,7500,7500
102035,100000774,2,2,9375,18750
102036,100000774,4,1,5625,5625
102037,100000774,5,2,1250,2500
102038,100000775,3,2,7500,15000
102039,100000775,2,1,9375,9375
102040,100000775,4,1,5625,5625
102041,100000776,3,1,7500,7500
102042,100000776,4,1,5625,5625
102043,100000777,3,1,7500,7500
102044,100000777,4,1,5625,5625
102045,100000778,3,1,7500,7500
102046,100000778,2,1,9375,9375
102047,100000779,3,1,7500,7500
102048,100000779,2,2,9375,18750
102049,100000779,4,1,5625,5625
102050,100000779,5,1,1250,1250
102051,100000779,1,1,1875,1875
102052,100000780,4,1,5625,5625
102053,100000781,3,3,7500,22500
102054,100000781,2,3,9375,28125
102055,100000782,3,1,7500,7500
102056,100000782,2,1,9375,9375
102057,100000782,4,1,5625,5625
102058,100000782,1,1,1875,1875
102059,100000783,3,2,7500,15000
102060,100000783,2,1,9375,9375
102061,100000784,3,2,7500,15000
102062,100000784,2,3,9375,28125
102063,100000784,4,3,5625,16875
102064,100000784,5,1,1250,1250
102065,100000784,1,2,1875,3750
102066,100000784,1,1,1875,1875
102067,100000785,3,3,7500,22500
102068,100000785,2,1,9375,9375
102069,100000786,3,1,7500,7500
102070,100000786,2,1,9375,9375
102071,100000786,4,1,5625,5625
102072,100000787,3,2,7500,15000
102073,100000787,4,1,5625,5625
102074,100000787,1,1,1875,1875
102075,100000787,1,1,1875,1875
102076,100000788,3,2,7500,15000
102077,100000788,4,3,5625,16875
102078,100000789,2,1,9375,9375
102079,100000789,4,1,5625,5625
102080,100000790,3,1,7500,7500
102081,100000790,2,1,9375,9375
102082,100000791,2,3,9375,28125
102083,100000791,1,1,1875,1875
102084,100000791,1,1,1875,1875
102085,100000792,3,1,7500,7500
102086,100000792,2,1,9375,9375
102087,100000792,4,1,5625,5625
102088,100000793,3,1,7500,7500
102089,100000793,2,1,9375,9375
102090,100000793,4,2,5625,11250
102091,100000793,5,1,1250,1250
102092,100000794,2,2,9375,18750
102093,100000795,3,3,7500,22500
102094,100000795,2,2,9375,18750
102095,100000795,4,1,5625,5625
102096,100000796,2,1,9375,9375
102097,100000797,3,1,7500,7500
102098,100000797,4,1,5625,5625
102099,100000797,1,1,1875,1875
102100,100000798,4,1,5625,5625
102101,100000799,3,1,7500,7500
102102,100000799,4,3,5625,16875
102103,100000800,3,1,7500,7500
102104,100000800,4,2,5625,11250
102105,100000801,3,1,7500,7500
102106,100000801,4,3,5625,16875
102107,100000802,3,2,7500,15000
102108,100000802,2,2,9375,18750
102109,100000802,1,1,1875,1875
102110,100000803,3,1,7500,7500
102111,100000803,2,1,9375,9375
102112,100000804,4,2,5625,11250
102113,100000805,2,3,9375,28125
102114,100000805,5,1,1250,1250
102115,100000806,3,1,7500,7500
102116,100000806,2,1,9375,9375
102117,100000806,4,2,5625,11250
102118,100000806,1,1,1875,1875
102119,100000806,1,2,1875,3750
102120,100000807,3,3,7500,22500
102121,100000808,3,3,7500,22500
102122,100000808,2,2,9375,18750
102123,100000808,1,1,1875,1875
102124,100000808,1,1,1875,1875
102125,100000809,3,2,7500,15000
102126,100000809,2,2,9375,18750
102127,100000809,5,2,1250,2500
102128,100000810,3,1,7500,7500
102129,100000810,4,3,5625,16875
102130,100000810,5,1,1250,1250
102131,100000811,3,1,7500,7500
102132,100000811,4,3,5625,16875
102133,100000812,4,1,5625,5625
102134,100000813,3,2,7500,15000
102135,100000813,2,2,9375,18750
102136,100000813,4,2,5625,11250
102137,100000814,3,2,7500,15000
102138,100000814,2,1,9375,9375
102139,100000814,4,2,5625,11250
102140,100000814,5,2,1250,2500
102141,100000814,1,1,1875,1875
102142,100000815,3,1,7500,7500
102143,100000815,4,3,5625,16875
102144,100000815,5,1,1250,1250
102145,100000816,4,1,5625,5625
102146,100000817,3,2,7500,15000
102147,100000817,2,2,9375,18750
102148,100000817,1,1,1875,1875
102149,100000818,3,3,7500,22500
102150,100000818,2,3,9375,28125
102151,100000818,4,1,5625,5625
102152,100000819,3,2,7500,15000
102153,100000819,2,2,9375,18750
102154,100000819,4,1,5625,5625
102155,100000819,1,1,1875,1875
102156,100000820,3,2,7500,15000
102157,100000820,4,1,5625,5625
102158,100000820,5,1,1250,1250
102159,100000821,3,1,7500,7500
102160,100000822,4,2,5625,11250
102161,100000823,4,1,5625,5625
102162,100000824,3,2,7500,15000
102163,100000824,2,1,9375,9375
102164,100000824,4,3,5625,16875
102165,100000825,3,1,7500,7500
102166,100000825,4,1,5625,5625
102167,100000826,2,1,9375,9375
102168,100000827,3,3,7500,22500
102169,100000827,2,3,9375,28125
102170,100000827,4,1,5625,5625
102171,100000827,5,3,1250,3750
102172,100000827,1,2,1875,3750
102173,100000828,2,2,9375,18750
102174,100000829,3,1,7500,7500
102175,100000829,4,1,5625,5625
102176,100000829,1,1,1875,1875
102177,100000830,3,1,7500,7500
102178,100000830,2,1,9375,9375
102179,100000831,3,2,7500,15000
102180,100000831,2,1,9375,9375
102181,100000831,5,1,1250,1250
102182,100000832,2,1,9375,9375
102183,100000832,4,1,5625,5625
102184,100000833,3,1,7500,7500
102185,100000833,2,1,9375,9375
102186,100000834,3,1,7500,7500
102187,100000835,4,1,5625,5625
102188,100000836,2,1,9375,9375
102189,100000836,4,1,5625,5625
102190,100000837,2,2,9375,18750
102191,100000838,3,3,7500,22500
102192,100000838,4,3,5625,16875
102193,100000838,1,1,1875,1875
102194,100000839,3,1,7500,7500
102195,100000839,2,1,9375,9375
102196,100000839,4,1,5625,5625
102197,100000840,2,2,9375,18750
102198,100000840,1,1,1875,1875
102199,100000841,3,3,7500,22500
102200,100000841,2,2,9375,18750
102201,100000841,4,1,5625,5625
102202,100000841,5,1,1250,1250
102203,100000842,3,1,7500,7500
102204,100000842,2,1,9375,9375
102205,100000842,4,3,5625,16875
102206,100000842,1,1,1875,1875
102207,100000843,3,2,7500,15000
102208,100000843,4,1,5625,5625
102209,100000843,1,1,1875,1875
102210,100000843,1,1,1875,1875
102211,100000844,2,1,9375,9375
102212,100000845,3,1,7500,7500
102213,100000845,2,1,9375,9375
102214,100000845,4,2,5625,11250
102215,100000845,1,1,1875,1875
102216,100000846,2,2,9375,18750
102217,100000847,3,2,7500,15000
102218,100000847,2,2,9375,18750
102219,100000847,4,1,5625,5625
102220,100000847,1,1,1875,1875
102221,100000848,3,1,7500,7500
102222,100000848,2,2,9375,18750
102223,100000848,4,2,5625,11250
102224,100000848,1,2,1875,3750
102225,100000849,3,1,7500,7500
102226,100000849,2,1,9375,9375
102227,100000849,4,2,5625,11250
102228,100000850,3,1,7500,7500
102229,100000851,4,1,5625,5625
102230,100000852,2,1,9375,9375
102231,100000853,4,1,5625,5625
102232,100000854,3,3,7500,22500
102233,100000854,2,2,9375,18750
102234,100000854,4,2,5625,11250
102235,100000855,3,1,7500,7500
102236,100000855,2,3,9375,28125
102237,100000855,4,2,5625,11250
102238,100000855,5,1,1250,1250
102239,100000855,1,2,1875,3750
102240,100000856,3,1,7500,7500
102241,100000856,4,1,5625,5625
102242,100000857,2,1,9375,9375
102243,100000858,3,1,7500,7500
102244,100000858,2,1,9375,9375
102245,100000858,4,2,5625,11250
102246,100000859,3,2,7500,15000
102247,100000860,3,1,7500,7500
102248,100000860,2,3,9375,28125
102249,100000860,4,1,5625,5625
102250,100000860,1,1,1875,1875
102251,100000861,3,1,7500,7500
102252,100000861,2,1,9375,9375
102253,100000862,3,1,7500,7500
102254,100000863,3,2,7500,15000
102255,100000863,2,1,9375,9375
102256,100000863,4,2,5625,11250
102257,100000863,5,1,1250,1250
102258,100000863,1,1,1875,1875
102259,100000864,2,4,9375,37500
102260,100000864,4,1,5625,5625
102261,100000864,5,2,1250,2500
102262,100000865,3,2,7500,15000
102263,100000865,2,2,9375,18750
102264,100000865,4,1,5625,5625
102265,100000866,2,2,9375,18750
102266,100000867,3,1,7500,7500
102267,100000867,4,1,5625,5625
102268,100000868,2,2,9375,18750
102269,100000868,4,1,5625,5625
102270,100000869,2,1,9375,9375
102271,100000869,4,1,5625,5625
102272,100000870,3,1,7500,7500
102273,100000870,4,1,5625,5625
102274,100000871,3,2,7500,15000
102275,100000871,2,2,9375,18750
102276,100000871,4,3,5625,16875
102277,100000871,1,1,1875,1875
102278,100000871,1,2,1875,3750
102279,100000872,2,1,9375,9375
102280,100000873,3,1,7500,7500
102281,100000873,2,1,9375,9375
102282,100000874,3,3,7500,22500
102283,100000874,2,3,9375,28125
102284,100000874,1,1,1875,1875
102285,100000874,1,1,1875,1875
102286,100000875,3,3,7500,22500
102287,100000875,2,1,9375,9375
102288,100000875,4,1,5625,5625
102289,100000876,3,2,7500,15000
102290,100000876,2,1,9375,9375
102291,100000876,4,1,5625,5625
102292,100000876,1,1,1875,1875
102293,100000877,2,1,9375,9375
102294,100000878,3,3,7500,22500
102295,100000878,2,1,9375,9375
102296,100000878,4,1,5625,5625
102297,100000878,5,1,1250,1250
102298,100000878,1,1,1875,1875
102299,100000879,3,5,7500,37500
102300,100000879,2,13,9375,121875
102301,100000879,4,10,5625,56250
102302,100000879,5,3,1250,3750
102303,100000879,1,3,1875,5625
102304,100000880,3,2,7500,15000
102305,100000880,2,3,9375,28125
102306,100000880,4,1,5625,5625
102307,100000880,1,1,1875,1875
102308,100000880,1,1,1875,1875
102309,100000881,3,1,7500,7500
102310,100000882,3,1,7500,7500
102311,100000882,2,1,9375,9375
102312,100000882,5,1,1250,1250
102313,100000883,3,2,7500,15000
102314,100000883,2,2,9375,18750
102315,100000883,4,1,5625,5625
102316,100000883,5,1,1250,1250
102317,100000884,4,1,5625,5625
102318,100000885,3,3,7500,22500
102319,100000885,4,2,5625,11250
102320,100000886,3,4,7500,30000
102321,100000886,2,1,9375,9375
102322,100000886,4,3,5625,16875
102323,100000886,1,2,1875,3750
102324,100000887,3,3,7500,22500
102325,100000887,2,1,9375,9375
102326,100000887,4,2,5625,11250
102327,100000887,5,2,1250,2500
102328,100000888,4,1,5625,5625
102329,100000889,3,1,7500,7500
102330,100000889,2,3,9375,28125
102331,100000889,4,1,5625,5625
102332,100000890,3,3,7500,22500
102333,100000890,2,2,9375,18750
102334,100000890,4,1,5625,5625
102335,100000890,5,1,1250,1250
102336,100000890,1,2,1875,3750
102337,100000891,3,1,7500,7500
102338,100000891,2,1,9375,9375
102339,100000892,3,2,7500,15000
102340,100000892,2,1,9375,9375
102341,100000892,4,1,5625,5625
102342,100000892,5,1,1250,1250
102343,100000892,1,1,1875,1875
102344,100000892,1,1,1875,1875
102345,100000893,3,2,7500,15000
102346,100000893,2,3,9375,28125
102347,100000893,4,2,5625,11250
102348,100000893,1,1,1875,1875
102349,100000894,4,1,5625,5625
102350,100000895,2,3,9375,28125
102351,100000895,4,1,5625,5625
102352,100000895,1,1,1875,1875
102353,100000896,3,1,7500,7500
102354,100000896,2,2,9375,18750
102355,100000896,4,2,5625,11250
102356,100000896,1,1,1875,1875
102357,100000897,2,1,9375,9375
102358,100000897,4,1,5625,5625
102359,100000898,3,3,7500,22500
102360,100000898,2,2,9375,18750
102361,100000898,4,3,5625,16875
102362,100000898,1,1,1875,1875
102363,100000899,4,1,5625,5625
102364,100000900,3,3,7500,22500
102365,100000900,2,2,9375,18750
102366,100000900,4,3,5625,16875
102367,100000901,2,1,9375,9375
102368,100000901,4,1,5625,5625
102369,100000902,3,2,7500,15000
102370,100000902,4,2,5625,11250
102371,100000902,5,1,1250,1250
102372,100000903,4,1,5625,5625
102373,100000904,2,2,9375,18750
102374,100000904,4,2,5625,11250
102375,100000904,5,1,1250,1250
102376,100000904,1,2,1875,3750
102377,100000905,3,1,7500,7500
102378,100000905,2,2,9375,18750
102379,100000905,4,1,5625,5625
102380,100000906,3,2,7500,15000
102381,100000906,2,1,9375,9375
102382,100000906,4,2,5625,11250
102383,100000906,5,1,1250,1250
102384,100000907,2,1,9375,9375
102385,100000907,4,1,5625,5625
102386,100000907,1,1,1875,1875
102387,100000908,3,2,7500,15000
102388,100000909,3,3,7500,22500
102389,100000909,4,1,5625,5625
102390,100000910,3,2,7500,15000
102391,100000911,2,1,9375,9375
102392,100000912,2,1,9375,9375
102393,100000912,4,1,5625,5625
102394,100000913,3,1,7500,7500
102395,100000913,2,2,9375,18750
102396,100000913,4,2,5625,11250
102397,100000914,2,2,9375,18750
102398,100000914,4,1,5625,5625
102399,100000915,3,1,7500,7500
102400,100000915,4,1,5625,5625
102401,100000916,3,1,7500,7500
102402,100000916,4,1,5625,5625
102403,100000917,3,1,7500,7500
102404,100000917,2,1,9375,9375
102405,100000917,4,1,5625,5625
102406,100000917,1,1,1875,1875
102407,100000918,2,2,9375,18750
102408,100000918,1,1,1875,1875
102409,100000919,3,1,7500,7500
102410,100000919,2,1,9375,9375
102411,100000920,3,1,7500,7500
102412,100000921,3,2,7500,15000
102413,100000921,4,1,5625,5625
102414,100000922,4,1,5625,5625
102415,100000923,3,1,7500,7500
102416,100000923,2,2,9375,18750
102417,100000923,4,1,5625,5625
102418,100000923,1,1,1875,1875
102419,100000924,3,2,7500,15000
102420,100000924,2,1,9375,9375
102421,100000924,4,1,5625,5625
102422,100000924,5,1,1250,1250
102423,100000924,1,1,1875,1875
102424,100000925,3,1,7500,7500
102425,100000925,2,1,9375,9375
102426,100000925,4,1,5625,5625
102427,100000925,1,1,1875,1875
102428,100000926,3,3,7500,22500
102429,100000926,2,3,9375,28125
102430,100000926,4,2,5625,11250
102431,100000926,5,2,1250,2500
102432,100000926,1,1,1875,1875
102433,100000926,1,1,1875,1875
102434,100000927,3,2,7500,15000
102435,100000927,2,1,9375,9375
102436,100000927,4,2,5625,11250
102437,100000927,1,1,1875,1875
102438,100000928,3,1,7500,7500
102439,100000929,3,2,7500,15000
102440,100000929,2,2,9375,18750
102441,100000929,4,2,5625,11250
102442,100000930,3,2,7500,15000
102443,100000930,2,2,9375,18750
102444,100000930,4,1,5625,5625
102445,100000930,5,1,1250,1250
102446,100000931,3,2,7500,15000
102447,100000931,2,2,9375,18750
102448,100000931,5,1,1250,1250
102449,100000931,1,1,1875,1875
102450,100000932,2,2,9375,18750
102451,100000932,4,1,5625,5625
102452,100000932,1,2,1875,3750
102453,100000933,2,1,9375,9375
102454,100000933,4,2,5625,11250
102455,100000933,5,1,1250,1250
102456,100000934,3,1,7500,7500
102457,100000934,2,1,9375,9375
102458,100000934,4,3,5625,16875
102459,100000935,2,1,9375,9375
102460,100000935,4,1,5625,5625
102461,100000936,3,3,7500,22500
102462,100000936,2,1,9375,9375
102463,100000936,5,1,1250,1250
102464,100000936,1,1,1875,1875
102465,100000937,3,3,7500,22500
102466,100000937,2,1,9375,9375
102467,100000937,4,2,5625,11250
102468,100000937,1,2,1875,3750
102469,100000937,1,1,1875,1875
102470,100000938,3,1,7500,7500
102471,100000938,2,1,9375,9375
102472,100000938,4,1,5625,5625
102473,100000939,3,1,7500,7500
102474,100000939,2,1,9375,9375
102475,100000939,4,2,5625,11250
102476,100000939,1,1,1875,1875
102477,100000939,1,1,1875,1875
102478,100000940,3,1,7500,7500
102479,100000940,4,1,5625,5625
102480,100000941,2,2,9375,18750
102481,100000941,4,1,5625,5625
102482,100000941,5,1,1250,1250
102483,100000942,3,2,7500,15000
102484,100000942,4,2,5625,11250
102485,100000942,1,1,1875,1875
102486,100000943,3,1,7500,7500
102487,100000943,4,1,5625,5625
102488,100000944,3,1,7500,7500
102489,100000945,3,1,7500,7500
102490,100000946,3,2,7500,15000
102491,100000946,2,2,9375,18750
102492,100000946,4,1,5625,5625
102493,100000946,1,1,1875,1875
102494,100000946,1,2,1875,3750
102495,100000947,3,1,7500,7500
102496,100000947,2,1,9375,9375
102497,100000947,1,1,1875,1875
102498,100000948,3,1,7500,7500
102499,100000948,4,1,5625,5625
102500,100000949,3,3,7500,22500
102501,100000949,2,1,9375,9375
102502,100000949,4,2,5625,11250
102503,100000949,5,1,1250,1250
102504,100000950,2,3,9375,28125
102505,100000950,4,2,5625,11250
102506,100000951,3,3,7500,22500
102507,100000951,2,1,9375,9375
102508,100000951,5,1,1250,1250
102509,100000951,1,1,1875,1875
102510,100000952,3,3,7500,22500
102511,100000952,2,2,9375,18750
102512,100000952,4,2,5625,11250
102513,100000952,1,2,1875,3750
102514,100000952,1,1,1875,1875
102515,100000953,3,1,7500,7500
102516,100000953,2,2,9375,18750
102517,100000954,2,2,9375,18750
102518,100000954,1,1,1875,1875
102519,100000955,3,1,7500,7500
102520,100000955,2,1,9375,9375
102521,100000955,5,1,1250,1250
102522,100000956,2,2,9375,18750
102523,100000956,4,1,5625,5625
102524,100000956,1,1,1875,1875
102525,100000957,3,2,7500,15000
102526,100000957,4,2,5625,11250
102527,100000958,4,1,5625,5625
102528,100000959,4,1,5625,5625
102529,100000960,2,2,9375,18750
102530,100000961,3,1,7500,7500
102531,100000961,4,1,5625,5625
102532,100000961,5,1,1250,1250
102533,100000962,4,1,5625,5625
102534,100000963,4,2,5625,11250
102535,100000964,3,1,7500,7500
102536,100000964,4,3,5625,16875
102537,100000965,3,1,7500,7500
102538,100000965,2,1,9375,9375
102539,100000965,5,1,1250,1250
102540,100000966,3,1,7500,7500
102541,100000966,2,1,9375,9375
102542,100000967,4,2,5625,11250
102543,100000967,1,1,1875,1875
102544,100000968,4,1,5625,5625
102545,100000969,3,1,7500,7500
102546,100000969,4,1,5625,5625
102547,100000970,3,3,7500,22500
102548,100000971,3,1,7500,7500
102549,100000971,4,2,5625,11250
102550,100000972,3,1,7500,7500
102551,100000972,2,1,9375,9375
102552,100000973,2,2,9375,18750
102553,100000973,4,3,5625,16875
102554,100000973,1,1,1875,1875
102555,100000974,3,2,7500,15000
102556,100000974,4,1,5625,5625
102557,100000974,5,1,1250,1250
102558,100000975,3,2,7500,15000
102559,100000975,2,1,9375,9375
102560,100000975,4,2,5625,11250
102561,100000975,5,1,1250,1250
102562,100000976,3,1,7500,7500
102563,100000976,2,2,9375,18750
102564,100000976,4,1,5625,5625
102565,100000976,1,1,1875,1875
102566,100000976,1,2,1875,3750
102567,100000977,3,1,7500,7500
102568,100000977,2,1,9375,9375
102569,100000977,4,2,5625,11250
102570,100000977,5,1,1250,1250
102571,100000978,3,1,7500,7500
102572,100000978,2,1,9375,9375
102573,100000978,4,1,5625,5625
102574,100000979,3,1,7500,7500
102575,100000979,2,2,9375,18750
102576,100000979,4,1,5625,5625
102577,100000979,1,2,1875,3750
102578,100000980,3,2,7500,15000
102579,100000980,4,1,5625,5625
102580,100000980,5,1,1250,1250
102581,100000981,4,1,5625,5625
102582,100000982,4,1,5625,5625
102583,100000983,2,2,9375,18750
102584,100000983,4,1,5625,5625
102585,100000984,3,1,7500,7500
102586,100000984,2,2,9375,18750
102587,100000984,4,2,5625,11250
102588,100000984,1,1,1875,1875
102589,100000985,3,3,7500,22500
102590,100000985,4,1,5625,5625
102591,100000985,5,2,1250,2500
102592,100000986,3,2,7500,15000
102593,100000986,2,1,9375,9375
102594,100000986,4,1,5625,5625
102595,100000986,1,1,1875,1875
102596,100000987,2,1,9375,9375
102597,100000987,4,2,5625,11250
102598,100000987,5,1,1250,1250
102599,100000987,1,1,1875,1875
102600,100000987,1,1,1875,1875
102601,100000988,4,1,5625,5625
102602,100000989,3,1,7500,7500
102603,100000989,4,1,5625,5625
102604,100000990,2,1,9375,9375
102605,100000991,3,1,7500,7500
102606,100000991,4,1,5625,5625
102607,100000992,3,1,7500,7500
102608,100000992,4,1,5625,5625
102609,100000993,2,3,9375,28125
102610,100000993,4,3,5625,16875
102611,100000993,5,1,1250,1250
102612,100000993,1,1,1875,1875
102613,100000993,1,2,1875,3750
102614,100000994,3,2,7500,15000
102615,100000994,2,2,9375,18750
102616,100000994,4,1,5625,5625
102617,100000994,1,1,1875,1875
102618,100000995,3,2,7500,15000
102619,100000995,2,2,9375,18750
102620,100000995,4,2,5625,11250
102621,100000995,5,1,1250,1250
102622,100000995,1,1,1875,1875
102623,100000995,1,1,1875,1875
102624,100000996,3,1,7500,7500
102625,100000996,2,1,9375,9375
102626,100000996,4,2,5625,11250
102627,100000997,2,1,9375,9375
102628,100000998,3,1,7500,7500
102629,100000999,3,2,7500,15000
102630,100000999,2,3,9375,28125
102631,100000999,4,2,5625,11250
102632,100000999,5,1,1250,1250
102633,100000999,1,2,1875,3750
102634,100001000,3,2,7500,15000
102635,100001000,4,1,5625,5625
102636,100001001,3,1,7500,7500
102637,100001001,4,2,5625,11250
102638,100001001,5,1,1250,1250
102639,100001002,2,1,9375,9375
102640,100001003,3,1,7500,7500
102641,100001003,4,1,5625,5625
102642,100001004,2,2,9375,18750
102643,100001004,4,1,5625,5625
102644,100001004,1,1,1875,1875
102645,100001005,3,2,7500,15000
102646,100001005,2,2,9375,18750
102647,100001005,4,3,5625,16875
102648,100001005,5,2,1250,2500
102649,100001006,3,2,7500,15000
102650,100001006,1,1,1875,1875
102651,100001007,3,2,7500,15000
102652,100001007,2,2,9375,18750
102653,100001007,4,2,5625,11250
102654,100001007,5,1,1250,1250
102655,100001007,1,2,1875,3750
102656,100001007,1,1,1875,1875
102657,100001008,3,1,7500,7500
102658,100001008,2,3,9375,28125
102659,100001008,4,2,5625,11250
102660,100001008,1,2,1875,3750
102661,100001009,2,2,9375,18750
102662,100001009,4,2,5625,11250
102663,100001009,1,1,1875,1875
102664,100001010,2,1,9375,9375
102665,100001011,2,3,9375,28125
102666,100001012,3,2,7500,15000
102667,100001012,2,2,9375,18750
102668,100001012,4,3,5625,16875
102669,100001012,5,2,1250,2500
102670,100001012,1,2,1875,3750
102671,100001013,2,2,9375,18750
102672,100001013,4,1,5625,5625
102673,100001014,4,3,5625,16875
102674,100001014,5,1,1250,1250
102675,100001015,4,1,5625,5625
102676,100001016,2,1,9375,9375
102677,100001017,2,1,9375,9375
102678,100001017,4,2,5625,11250
102679,100001018,3,1,7500,7500
102680,100001018,2,2,9375,18750
102681,100001018,4,1,5625,5625
102682,100001018,1,2,1875,3750
102683,100001018,1,1,1875,1875
102684,100001019,3,1,7500,7500
102685,100001019,2,3,9375,28125
102686,100001019,4,2,5625,11250
102687,100001019,5,2,1250,2500
102688,100001019,1,1,1875,1875
102689,100001020,3,1,7500,7500
102690,100001020,4,1,5625,5625
102691,100001021,3,2,7500,15000
102692,100001021,2,1,9375,9375
102693,100001021,4,3,5625,16875
102694,100001021,5,2,1250,2500
102695,100001021,1,1,1875,1875
102696,100001021,1,1,1875,1875
102697,100001022,3,1,7500,7500
102698,100001022,4,3,5625,16875
102699,100001022,5,1,1250,1250
102700,100001023,2,3,9375,28125
102701,100001023,1,1,1875,1875
102702,100001024,3,2,7500,15000
102703,100001024,2,1,9375,9375
102704,100001025,3,1,7500,7500
102705,100001025,2,3,9375,28125
102706,100001025,4,3,5625,16875
102707,100001025,5,2,1250,2500
102708,100001026,4,2,5625,11250
102709,100001026,1,1,1875,1875
102710,100001027,3,1,7500,7500
102711,100001028,3,1,7500,7500
102712,100001029,3,2,7500,15000
102713,100001029,2,1,9375,9375
102714,100001029,4,3,5625,16875
102715,100001029,1,2,1875,3750
102716,100001030,3,1,7500,7500
102717,100001030,2,2,9375,18750
102718,100001031,3,1,7500,7500
102719,100001031,2,1,9375,9375
102720,100001032,3,1,7500,7500
102721,100001032,2,1,9375,9375
102722,100001032,4,3,5625,16875
102723,100001033,2,1,9375,9375
102724,100001033,4,2,5625,11250
102725,100001033,5,1,1250,1250
102726,100001034,2,1,9375,9375
102727,100001035,2,1,9375,9375
102728,100001036,2,1,9375,9375
102729,100001037,4,1,5625,5625
102730,100001038,3,3,7500,22500
102731,100001038,2,3,9375,28125
102732,100001038,4,1,5625,5625
102733,100001039,3,1,7500,7500
102734,100001039,2,2,9375,18750
102735,100001039,1,1,1875,1875
