"id","orderid","productid","qty","unit_price","price"
70417689,871,2,1,9375,9375
70417690,871,4,3,5625,16875
70417691,871,5,1,1250,1250
70417692,871,1,1,1875,1875
70417693,871,1,1,1875,1875
70417694,872,3,1,7500,7500
70417695,872,2,1,9375,9375
70417696,872,4,2,5625,11250
70417697,872,5,1,1250,1250
70417698,873,3,2,7500,15000
70417699,874,3,1,7500,7500
70417700,874,4,3,5625,16875
70417701,874,1,1,1875,1875
70417702,875,3,1,7500,7500
70417703,875,2,2,9375,18750
70417704,875,4,2,5625,11250
70417705,876,2,1,9375,9375
70417706,877,3,1,7500,7500
70417707,877,2,1,9375,9375
70417708,877,4,1,5625,5625
70417709,877,1,1,1875,1875
70417710,878,3,2,7500,15000
70417711,878,2,3,9375,28125
70417712,878,4,1,5625,5625
70417713,878,5,1,1250,1250
70417714,878,1,2,1875,3750
70417715,879,3,3,7500,22500
70417716,879,4,2,5625,11250
70417717,879,1,1,1875,1875
70417718,880,3,2,7500,15000
70417719,880,2,1,9375,9375
70417720,880,4,1,5625,5625
70417721,881,4,1,5625,5625
70417722,882,3,1,7500,7500
70417723,882,4,3,5625,16875
70417724,882,1,1,1875,1875
70417725,883,3,2,7500,15000
70417726,883,2,1,9375,9375
70417727,884,2,2,9375,18750
70417728,884,4,1,5625,5625
70417729,885,3,2,7500,15000
70417730,885,2,1,9375,9375
70417731,885,4,1,5625,5625
70417732,885,1,1,1875,1875
70417733,886,3,2,7500,15000
70417734,886,2,1,9375,9375
70417735,886,4,1,5625,5625
70417736,886,1,1,1875,1875
70417737,886,1,2,1875,3750
70417738,887,3,1,7500,7500
70417739,887,2,2,9375,18750
70417740,887,5,1,1250,1250
70417741,888,3,3,7500,22500
70417742,888,4,1,5625,5625
70417743,888,5,2,1250,2500
70417744,888,1,1,1875,1875
70417745,889,3,1,7500,7500
70417746,889,4,1,5625,5625
70417747,889,1,2,1875,3750
70417748,890,3,2,7500,15000
70417749,890,2,3,9375,28125
70417750,890,4,2,5625,11250
70417751,890,5,1,1250,1250
70417752,890,1,1,1875,1875
70417753,891,3,1,7500,7500
70417754,891,2,3,9375,28125
70417755,891,4,2,5625,11250
70417756,891,5,1,1250,1250
70417757,891,1,1,1875,1875
70417758,892,3,2,7500,15000
70417759,892,2,1,9375,9375
70417760,892,4,1,5625,5625
70417761,892,5,1,1250,1250
70417762,892,1,1,1875,1875
70417763,893,3,1,7500,7500
70417764,893,2,1,9375,9375
70417765,893,4,1,5625,5625
70417766,893,1,1,1875,1875
70417767,894,3,2,7500,15000
70417768,894,2,2,9375,18750
70417769,894,4,1,5625,5625
70417770,894,1,2,1875,3750
70417771,895,4,2,5625,11250
70417772,895,5,1,1250,1250
70417773,896,3,1,7500,7500
70417774,896,2,1,9375,9375
70417775,896,1,1,1875,1875
70417776,897,3,1,7500,7500
70417777,897,2,1,9375,9375
70417778,897,1,1,1875,1875
70417779,898,3,2,7500,15000
70417780,898,4,1,5625,5625
70417781,898,1,1,1875,1875
70417782,899,3,1,7500,7500
70417783,899,2,1,9375,9375
70417784,899,4,1,5625,5625
70417785,900,4,1,5625,5625
70417786,901,2,2,9375,18750
70417787,901,1,1,1875,1875
70417788,902,2,1,9375,9375
70417789,902,4,2,5625,11250
70417790,902,1,1,1875,1875
70417791,902,1,1,1875,1875
70417792,903,3,1,7500,7500
70417793,903,4,1,5625,5625
70417794,904,3,1,7500,7500
70417795,904,4,2,5625,11250
70417796,905,3,1,7500,7500
70417797,905,2,1,9375,9375
70417798,905,4,2,5625,11250
70417799,905,5,1,1250,1250
70417800,905,1,1,1875,1875
70417801,906,3,3,7500,22500
70417802,906,2,3,9375,28125
70417803,906,4,2,5625,11250
70417804,906,5,1,1250,1250
70417805,907,2,2,9375,18750
70417806,908,4,1,5625,5625
70417807,909,3,1,7500,7500
70417808,909,2,1,9375,9375
70417809,909,4,1,5625,5625
70417810,909,1,1,1875,1875
70417811,910,4,2,5625,11250
70417812,911,4,1,5625,5625
70417813,912,2,2,9375,18750
70417814,912,4,1,5625,5625
70417815,913,3,2,7500,15000
70417816,913,2,2,9375,18750
70417817,913,4,2,5625,11250
70417818,913,1,2,1875,3750
70417819,913,1,1,1875,1875
70417820,914,3,2,7500,15000
70417821,915,3,2,7500,15000
70417822,915,2,1,9375,9375
70417823,915,4,3,5625,16875
70417824,915,5,1,1250,1250
70417825,915,1,1,1875,1875
70417826,916,3,1,7500,7500
70417827,917,3,2,7500,15000
70417828,917,4,1,5625,5625
70417829,918,3,1,7500,7500
70417830,918,2,1,9375,9375
70417831,919,2,1,9375,9375
70417832,920,4,1,5625,5625
70417833,921,3,1,7500,7500
70417834,921,2,2,9375,18750
70417835,921,4,1,5625,5625
70417836,921,5,2,1250,2500
70417837,921,1,1,1875,1875
70417838,922,3,1,7500,7500
70417839,923,2,1,9375,9375
70417840,924,4,2,5625,11250
70417841,924,1,1,1875,1875
70417842,925,4,1,5625,5625
70417843,926,3,2,7500,15000
70417844,926,2,1,9375,9375
70417845,926,4,3,5625,16875
70417846,926,5,3,1250,3750
70417847,927,3,1,7500,7500
70417848,927,4,3,5625,16875
70417849,928,3,1,7500,7500
70417850,928,4,2,5625,11250
70417851,929,3,1,7500,7500
70417852,930,3,2,7500,15000
70417853,930,2,2,9375,18750
70417854,930,4,2,5625,11250
70417855,930,1,1,1875,1875
70417856,931,3,3,7500,22500
70417857,931,2,3,9375,28125
70417858,931,4,2,5625,11250
70417859,931,1,1,1875,1875
70417860,931,1,2,1875,3750
70417861,932,3,1,7500,7500
70417862,932,2,2,9375,18750
70417863,932,5,1,1250,1250
70417864,932,1,1,1875,1875
70417865,933,3,1,7500,7500
70417866,933,2,3,9375,28125
70417867,933,1,1,1875,1875
70417868,934,4,1,5625,5625
70417869,935,3,1,7500,7500
70417870,935,4,1,5625,5625
70417871,936,4,1,5625,5625
70417872,936,1,1,1875,1875
70417873,937,3,1,7500,7500
70417874,937,2,2,9375,18750
70417875,937,4,2,5625,11250
70417876,937,1,1,1875,1875
70417877,938,2,1,9375,9375
70417878,939,3,1,7500,7500
70417879,939,2,1,9375,9375
70417880,939,4,3,5625,16875
70417881,939,1,1,1875,1875
70417882,939,1,1,1875,1875
70417883,940,3,2,7500,15000
70417884,940,2,1,9375,9375
70417885,940,1,1,1875,1875
70417886,941,2,2,9375,18750
70417887,941,5,1,1250,1250
70417888,942,3,3,7500,22500
70417889,942,2,2,9375,18750
70417890,942,4,2,5625,11250
70417891,943,3,1,7500,7500
70417892,943,2,1,9375,9375
70417893,944,3,1,7500,7500
70417894,944,2,1,9375,9375
70417895,944,4,1,5625,5625
70417896,945,2,2,9375,18750
70417897,945,4,1,5625,5625
70417898,945,5,1,1250,1250
70417899,946,3,3,7500,22500
70417900,946,2,2,9375,18750
70417901,946,4,3,5625,16875
70417902,946,1,3,1875,5625
70417903,947,3,1,7500,7500
70417904,947,2,1,9375,9375
70417905,947,1,1,1875,1875
70417906,948,3,1,7500,7500
70417907,948,2,2,9375,18750
70417908,948,4,2,5625,11250
70417909,948,1,1,1875,1875
70417910,949,3,2,7500,15000
70417911,949,2,1,9375,9375
70417912,949,1,1,1875,1875
70417913,950,2,3,9375,28125
70417914,950,4,2,5625,11250
70417915,951,3,1,7500,7500
70417916,951,2,1,9375,9375
70417917,951,4,2,5625,11250
70417918,952,3,2,7500,15000
70417919,952,2,3,9375,28125
70417920,952,4,1,5625,5625
70417921,952,5,1,1250,1250
70417922,952,1,1,1875,1875
70417923,953,3,1,7500,7500
70417924,953,2,1,9375,9375
70417925,954,2,2,9375,18750
70417926,954,4,1,5625,5625
70417927,954,1,1,1875,1875
70417928,955,3,2,7500,15000
70417929,956,4,1,5625,5625
70417930,957,2,1,9375,9375
70417931,957,4,1,5625,5625
70417932,957,1,1,1875,1875
70417933,958,3,1,7500,7500
70417934,958,4,2,5625,11250
70417935,959,3,1,7500,7500
70417936,959,4,1,5625,5625
70417937,960,2,2,9375,18750
70417938,960,5,1,1250,1250
70417939,961,3,1,7500,7500
70417940,962,3,2,7500,15000
70417941,963,3,1,7500,7500
70417942,963,2,2,9375,18750
70417943,963,4,2,5625,11250
70417944,963,1,1,1875,1875
70417945,964,3,2,7500,15000
70417946,964,2,1,9375,9375
70417947,964,4,2,5625,11250
70417948,964,1,2,1875,3750
70417949,964,1,1,1875,1875
70417950,965,3,1,7500,7500
70417951,965,4,3,5625,16875
70417952,965,1,1,1875,1875
70417953,966,2,3,9375,28125
70417954,966,4,1,5625,5625
70417955,966,5,1,1250,1250
70417956,966,1,1,1875,1875
70417957,967,2,3,9375,28125
70417958,967,4,1,5625,5625
70417959,968,3,2,7500,15000
70417960,968,4,2,5625,11250
70417961,968,1,1,1875,1875
70417962,969,3,2,7500,15000
70417963,969,2,3,9375,28125
70417964,969,4,1,5625,5625
70417965,969,1,1,1875,1875
70417966,969,1,1,1875,1875
70417967,970,3,2,7500,15000
70417968,970,2,3,9375,28125
70417969,970,4,1,5625,5625
70417970,970,1,1,1875,1875
70417971,970,1,1,1875,1875
70417972,971,4,1,5625,5625
70417973,972,2,2,9375,18750
70417974,972,4,1,5625,5625
70417975,972,1,1,1875,1875
70417976,973,3,2,7500,15000
70417977,973,2,3,9375,28125
70417978,974,3,1,7500,7500
70417979,974,2,1,9375,9375
70417980,974,4,2,5625,11250
70417981,974,1,1,1875,1875
70417982,975,2,1,9375,9375
70417983,976,4,3,5625,16875
70417984,976,5,1,1250,1250
70417985,977,3,3,7500,22500
70417986,977,2,1,9375,9375
70417987,977,4,1,5625,5625
70417988,978,3,1,7500,7500
70417989,978,4,1,5625,5625
70417990,979,3,3,7500,22500
70417991,979,5,1,1250,1250
70417992,980,3,3,7500,22500
70417993,980,4,2,5625,11250
70417994,981,3,1,7500,7500
70417995,982,2,1,9375,9375
70417996,982,4,1,5625,5625
70417997,982,1,1,1875,1875
70417998,983,3,2,7500,15000
70417999,983,4,1,5625,5625
70418000,983,5,1,1250,1250
70418001,984,2,1,9375,9375
70418002,985,3,1,7500,7500
70418003,985,4,1,5625,5625
70418004,985,5,1,1250,1250
70418005,986,3,1,7500,7500
70418006,987,3,3,7500,22500
70418007,987,2,1,9375,9375
70418008,987,4,3,5625,16875
70418009,987,5,1,1250,1250
70418010,988,3,2,7500,15000
70418011,988,5,1,1250,1250
70418012,989,2,1,9375,9375
70418013,989,4,1,5625,5625
70418014,990,3,1,7500,7500
70418015,990,2,1,9375,9375
70418016,990,4,1,5625,5625
70418017,990,1,1,1875,1875
70418018,991,3,1,7500,7500
70418019,991,2,2,9375,18750
70418020,991,4,2,5625,11250
70418021,991,1,2,1875,3750
70418022,991,1,1,1875,1875
70418023,992,2,1,9375,9375
70418024,993,3,1,7500,7500
70418025,993,2,1,9375,9375
70418026,993,4,2,5625,11250
70418027,993,5,1,1250,1250
70418028,993,1,1,1875,1875
70418029,994,3,3,7500,22500
70418030,994,1,1,1875,1875
70418031,995,3,2,7500,15000
70418032,995,2,3,9375,28125
70418033,995,4,1,5625,5625
70418034,995,1,2,1875,3750
70418035,996,3,2,7500,15000
70418036,996,4,1,5625,5625
70418037,996,1,1,1875,1875
70418038,996,1,1,1875,1875
70418039,997,3,1,7500,7500
70418040,997,2,1,9375,9375
70418041,997,5,1,1250,1250
70418042,998,3,1,7500,7500
70418043,998,2,3,9375,28125
70418044,998,5,1,1250,1250
70418045,998,1,1,1875,1875
70418046,999,3,3,7500,22500
70418047,999,4,2,5625,11250
70418048,999,1,2,1875,3750
70418049,1000,3,2,7500,15000
70418050,1000,2,1,9375,9375
70418051,1000,4,2,5625,11250
70418052,1001,2,1,9375,9375
70418053,1001,4,1,5625,5625
70418054,1002,3,1,7500,7500
70418055,1003,3,1,7500,7500
70418056,1003,2,1,9375,9375
70418057,1003,4,2,5625,11250
70418058,1003,1,1,1875,1875
70418059,1004,3,1,7500,7500
70418060,1004,4,1,5625,5625
70418061,1005,3,1,7500,7500
70418062,1005,4,1,5625,5625
70418063,1006,2,1,9375,9375
70418064,1007,3,1,7500,7500
70418065,1007,2,2,9375,18750
70418066,1007,4,3,5625,16875
70418067,1007,5,1,1250,1250
70418068,1007,1,1,1875,1875
70418069,1008,4,1,5625,5625
70418070,1009,3,2,7500,15000
70418071,1009,2,1,9375,9375
70418072,1009,4,1,5625,5625
70418073,1009,1,1,1875,1875
70418074,1010,3,3,7500,22500
70418075,1010,2,2,9375,18750
70418076,1010,4,1,5625,5625
70418077,1010,5,1,1250,1250
70418078,1010,1,1,1875,1875
70418079,1011,4,1,5625,5625
70418080,1012,3,2,7500,15000
70418081,1012,2,2,9375,18750
70418082,1012,4,1,5625,5625
70418083,1012,5,2,1250,2500
70418084,1013,4,2,5625,11250
70418085,1014,4,1,5625,5625
70418086,1015,2,1,9375,9375
70418087,1015,4,1,5625,5625
70418088,1016,3,3,7500,22500
70418089,1016,2,2,9375,18750
70418090,1016,4,2,5625,11250
70418091,1017,3,1,7500,7500
70418092,1017,2,1,9375,9375
70418093,1017,4,2,5625,11250
70418094,1017,5,1,1250,1250
70418095,1017,1,2,1875,3750
70418096,1018,2,2,9375,18750
70418097,1018,1,1,1875,1875
70418098,1019,2,2,9375,18750
70418099,1019,1,1,1875,1875
70418100,1020,4,2,5625,11250
70418101,1020,1,1,1875,1875
70418102,1021,3,1,7500,7500
70418103,1021,2,1,9375,9375
70418104,1021,4,1,5625,5625
70418105,1022,3,1,7500,7500
70418106,1022,2,2,9375,18750
70418107,1022,4,1,5625,5625
70418108,1023,2,2,9375,18750
70418109,1023,4,2,5625,11250
70418110,1023,1,1,1875,1875
70418111,1024,2,3,9375,28125
70418112,1024,4,1,5625,5625
70418113,1024,1,1,1875,1875
70418114,1025,4,3,5625,16875
70418115,1025,1,1,1875,1875
70418116,1026,3,1,7500,7500
70418117,1026,2,2,9375,18750
70418118,1026,4,3,5625,16875
70418119,1026,5,1,1250,1250
70418120,1026,1,1,1875,1875
70418121,1026,1,2,1875,3750
70418122,1027,3,1,7500,7500
70418123,1028,2,1,9375,9375
70418124,1029,3,1,7500,7500
70418125,1029,2,3,9375,28125
70418126,1029,4,2,5625,11250
70418127,1030,2,1,9375,9375
70418128,1031,4,1,5625,5625
70418129,1032,3,2,7500,15000
70418130,1032,2,2,9375,18750
70418131,1032,4,1,5625,5625
70418132,1033,3,2,7500,15000
70418133,1033,4,3,5625,16875
70418134,1033,5,1,1250,1250
70418135,1033,1,2,1875,3750
70418136,1034,3,2,7500,15000
70418137,1034,5,1,1250,1250
70418138,1035,4,1,5625,5625
70418139,1036,3,1,7500,7500
70418140,1036,2,2,9375,18750
70418141,1037,3,4,7500,30000
70418142,1037,2,1,9375,9375
70418143,1037,4,2,5625,11250
70418144,1037,5,1,1250,1250
70418145,1038,2,2,9375,18750
70418146,1038,1,1,1875,1875
70418147,1039,3,1,7500,7500
70418148,1039,4,2,5625,11250
70418149,1040,2,2,9375,18750
70418150,1040,5,1,1250,1250
70418151,1041,4,1,5625,5625
70418152,1042,2,3,9375,28125
70418153,1043,3,1,7500,7500
70418154,1043,2,1,9375,9375
70418155,1044,3,1,7500,7500
70418156,1044,4,1,5625,5625
70418157,1045,3,1,7500,7500
70418158,1045,2,1,9375,9375
70418159,1046,2,1,9375,9375
70418160,1047,2,1,9375,9375
70418161,1047,4,1,5625,5625
70418162,1048,2,1,9375,9375
70418163,1049,4,1,5625,5625
70418164,1050,4,1,5625,5625
70418165,1051,3,3,7500,22500
70418166,1051,2,2,9375,18750
70418167,1051,4,2,5625,11250
70418168,1052,3,1,7500,7500
70418169,1052,4,2,5625,11250
70418170,1053,3,1,7500,7500
70418171,1054,3,1,7500,7500
70418172,1055,3,2,7500,15000
70418173,1055,4,2,5625,11250
70418174,1055,5,1,1250,1250
70418175,1055,1,1,1875,1875
70418176,1056,3,1,7500,7500
70418177,1056,2,2,9375,18750
70418178,1057,2,1,9375,9375
70418179,1057,4,1,5625,5625
70418180,1058,2,1,9375,9375
70418181,1059,4,1,5625,5625
70418182,1060,3,1,7500,7500
70418183,1060,4,1,5625,5625
70418184,1060,1,1,1875,1875
70418185,1061,3,2,7500,15000
70418186,1061,4,1,5625,5625
70418187,1062,3,2,7500,15000
70418188,1062,2,1,9375,9375
70418189,1062,4,1,5625,5625
70418190,1062,1,1,1875,1875
70418191,1063,3,2,7500,15000
70418192,1063,2,1,9375,9375
70418193,1063,4,1,5625,5625
70418194,1063,5,1,1250,1250
70418195,1063,1,2,1875,3750
70418196,1064,3,1,7500,7500
70418197,1064,4,2,5625,11250
70418198,1064,1,1,1875,1875
70418199,1065,4,1,5625,5625
70418200,1066,2,1,9375,9375
70418201,1067,2,1,9375,9375
70418202,1067,4,1,5625,5625
70418203,1068,3,1,7500,7500
70418204,1068,2,3,9375,28125
70418205,1068,4,3,5625,16875
70418206,1069,3,1,7500,7500
70418207,1069,2,1,9375,9375
70418208,1069,1,1,1875,1875
70418209,1070,2,1,9375,9375
70418210,1071,3,1,7500,7500
70418211,1071,2,2,9375,18750
70418212,1071,4,2,5625,11250
70418213,1072,4,3,5625,16875
70418214,1072,5,1,1250,1250
70418215,1073,3,1,7500,7500
70418216,1073,4,3,5625,16875
70418217,1074,2,1,9375,9375
70418218,1074,4,1,5625,5625
70418219,1074,1,1,1875,1875
70418220,1075,3,1,7500,7500
70418221,1075,4,2,5625,11250
70418222,1076,3,1,7500,7500
70418223,1076,2,1,9375,9375
70418224,1076,4,2,5625,11250
70418225,1076,5,1,1250,1250
70418226,1076,1,1,1875,1875
70418227,1077,3,3,7500,22500
70418228,1077,2,1,9375,9375
70418229,1077,4,2,5625,11250
70418230,1077,5,1,1250,1250
70418231,1077,1,3,1875,5625
70418232,1078,2,1,9375,9375
70418233,1079,3,2,7500,15000
70418234,1079,2,1,9375,9375
70418235,1079,4,1,5625,5625
70418236,1080,3,2,7500,15000
70418237,1080,2,2,9375,18750
70418238,1080,1,1,1875,1875
70418239,1081,3,1,7500,7500
70418240,1081,4,3,5625,16875
70418241,1082,2,2,9375,18750
70418242,1082,5,1,1250,1250
70418243,1082,1,1,1875,1875
70418244,1083,3,3,7500,22500
70418245,1083,2,3,9375,28125
70418246,1083,1,1,1875,1875
70418247,1083,1,1,1875,1875
70418248,1084,3,1,7500,7500
70418249,1084,4,1,5625,5625
70418250,1085,3,3,7500,22500
70418251,1085,4,2,5625,11250
70418252,1085,1,1,1875,1875
70418253,1085,1,1,1875,1875
70418254,1086,4,1,5625,5625
70418255,1087,3,2,7500,15000
70418256,1087,4,2,5625,11250
70418257,1087,5,1,1250,1250
70418258,1088,2,1,9375,9375
70418259,1088,4,1,5625,5625
70418260,1089,3,2,7500,15000
70418261,1089,4,4,5625,22500
70418262,1089,1,1,1875,1875
70418263,1090,2,1,9375,9375
70418264,1091,3,2,7500,15000
70418265,1091,1,1,1875,1875
70418266,1092,3,1,7500,7500
70418267,1092,2,2,9375,18750
70418268,1093,3,1,7500,7500
70418269,1093,4,1,5625,5625
70418270,1093,1,1,1875,1875
70418271,1094,2,2,9375,18750
70418272,1094,4,1,5625,5625
70418273,1094,5,1,1250,1250
70418274,1095,2,2,9375,18750
70418275,1096,3,1,7500,7500
70418276,1096,2,3,9375,28125
70418277,1096,4,2,5625,11250
70418278,1096,5,1,1250,1250
70418279,1097,2,2,9375,18750
70418280,1097,4,1,5625,5625
70418281,1097,5,1,1250,1250
70418282,1098,3,2,7500,15000
70418283,1098,2,1,9375,9375
70418284,1098,4,3,5625,16875
70418285,1098,1,2,1875,3750
70418286,1099,3,1,7500,7500
70418287,1100,4,2,5625,11250
70418288,1101,4,1,5625,5625
70418289,1102,3,2,7500,15000
70418290,1102,2,2,9375,18750
70418291,1102,4,1,5625,5625
70418292,1102,5,1,1250,1250
70418293,1102,1,1,1875,1875
70418294,1102,1,1,1875,1875
70418295,1103,3,1,7500,7500
70418296,1103,2,2,9375,18750
70418297,1103,4,1,5625,5625
70418298,1103,1,1,1875,1875
70418299,1103,1,1,1875,1875
70418300,1104,3,1,7500,7500
70418301,1105,2,3,9375,28125
70418302,1105,4,2,5625,11250
70418303,1105,5,1,1250,1250
70418304,1105,1,1,1875,1875
70418305,1106,2,3,9375,28125
70418306,1107,3,2,7500,15000
70418307,1107,4,3,5625,16875
70418308,1107,5,1,1250,1250
70418309,1108,2,1,9375,9375
70418310,1108,4,3,5625,16875
70418311,1109,4,2,5625,11250
70418312,1110,3,3,7500,22500
70418313,1110,2,2,9375,18750
70418314,1110,4,1,5625,5625
70418315,1110,1,2,1875,3750
70418316,1110,1,2,1875,3750
70418317,1111,3,2,7500,15000
70418318,1112,4,1,5625,5625
70418319,1113,2,1,9375,9375
70418320,1113,4,1,5625,5625
70418321,1114,2,2,9375,18750
70418322,1115,2,2,9375,18750
70418323,1115,4,2,5625,11250
70418324,1115,1,1,1875,1875
70418325,1116,2,1,9375,9375
70418326,1117,3,2,7500,15000
70418327,1117,4,1,5625,5625
70418328,1118,3,2,7500,15000
70418329,1118,2,1,9375,9375
70418330,1119,3,3,7500,22500
70418331,1119,2,2,9375,18750
70418332,1120,3,3,7500,22500
70418333,1120,2,1,9375,9375
70418334,1120,1,2,1875,3750
70418335,1121,3,2,7500,15000
70418336,1121,4,1,5625,5625
70418337,1122,3,1,7500,7500
70418338,1122,2,1,9375,9375
70418339,1122,4,2,5625,11250
70418340,1122,1,2,1875,3750
70418341,1123,3,1,7500,7500
70418342,1123,2,1,9375,9375
70418343,1123,4,2,5625,11250
70418344,1123,1,1,1875,1875
70418345,1124,4,1,5625,5625
70418346,1125,3,1,7500,7500
70418347,1126,3,1,7500,7500
70418348,1126,2,1,9375,9375
70418349,1126,1,1,1875,1875
70418350,1127,3,2,7500,15000
70418351,1127,2,1,9375,9375
70418352,1127,4,2,5625,11250
70418353,1127,5,1,1250,1250
70418488,1128,3,1,7500,7500
70418489,1128,2,2,9375,18750
70418490,1129,3,2,7500,15000
70418491,1129,2,2,9375,18750
70418492,1129,4,2,5625,11250
70418493,1130,3,2,7500,15000
70418494,1130,4,1,5625,5625
70418495,1130,1,1,1875,1875
70418496,1131,3,1,7500,7500
70418497,1131,2,3,9375,28125
70418498,1131,4,1,5625,5625
70418499,1131,5,1,1250,1250
70418500,1131,1,1,1875,1875
70418501,1132,3,1,7500,7500
70418502,1132,2,1,9375,9375
70418503,1132,1,1,1875,1875
70418504,1133,2,1,9375,9375
70418505,1133,4,1,5625,5625
70418506,1134,4,1,5625,5625
70418507,1135,3,1,7500,7500
70418508,1135,2,3,9375,28125
70418509,1135,4,3,5625,16875
70418510,1135,1,1,1875,1875
70418511,1136,2,1,9375,9375
70418512,1136,4,1,5625,5625
70418513,1137,2,2,9375,18750
70418514,1138,3,1,7500,7500
70418515,1138,2,1,9375,9375
70418516,1139,3,3,7500,22500
70418517,1139,2,2,9375,18750
70418518,1139,4,1,5625,5625
70418519,1139,5,1,1250,1250
70418520,1140,3,1,7500,7500
70418521,1140,2,1,9375,9375
70418522,1141,3,2,7500,15000
70418523,1141,2,1,9375,9375
70418524,1141,4,1,5625,5625
70418525,1141,5,1,1250,1250
70418526,1141,1,1,1875,1875
70418527,1142,3,2,7500,15000
70418528,1142,2,2,9375,18750
70418529,1142,1,1,1875,1875
70418530,1143,3,3,7500,22500
70418531,1143,2,2,9375,18750
70418532,1143,4,3,5625,16875
70418533,1143,1,3,1875,5625
70418534,1144,3,1,7500,7500
70418535,1144,2,1,9375,9375
70418536,1144,4,2,5625,11250
70418537,1145,3,2,7500,15000
70418538,1145,2,2,9375,18750
70418539,1145,4,2,5625,11250
70418540,1145,1,1,1875,1875
70418541,1145,1,1,1875,1875
70418542,1146,2,2,9375,18750
70418543,1146,4,1,5625,5625
70418544,1146,1,1,1875,1875
70418545,1146,1,2,1875,3750
70418546,1147,3,1,7500,7500
70418547,1147,2,1,9375,9375
70418548,1148,4,1,5625,5625
70418549,1149,3,2,7500,15000
70418550,1149,2,2,9375,18750
70418551,1149,4,1,5625,5625
70418552,1149,5,3,1250,3750
70418553,1149,1,1,1875,1875
70418554,1150,3,1,7500,7500
70418555,1150,4,3,5625,16875
70418556,1150,1,2,1875,3750
70418557,1151,4,1,5625,5625
70418558,1152,3,1,7500,7500
70418559,1152,2,1,9375,9375
70418560,1152,4,1,5625,5625
70418561,1152,1,1,1875,1875
70418562,1153,3,2,7500,15000
70418563,1153,2,1,9375,9375
70418564,1153,4,1,5625,5625
70418565,1154,3,2,7500,15000
70418566,1154,2,1,9375,9375
70418567,1154,4,2,5625,11250
70418568,1154,5,1,1250,1250
70418569,1155,2,2,9375,18750
70418570,1155,4,2,5625,11250
70418571,1155,5,1,1250,1250
70418572,1155,1,1,1875,1875
70418573,1156,2,1,9375,9375
70418574,1157,3,2,7500,15000
70418575,1157,2,2,9375,18750
70418576,1157,4,3,5625,16875
70418577,1157,1,1,1875,1875
70418578,1158,3,2,7500,15000
70418579,1158,2,1,9375,9375
70418580,1159,4,1,5625,5625
70418581,1160,2,3,9375,28125
70418582,1160,4,1,5625,5625
70418583,1160,1,2,1875,3750
70418584,1161,2,1,9375,9375
70418585,1162,3,1,7500,7500
70418586,1162,2,1,9375,9375
70418587,1162,4,1,5625,5625
70418588,1162,5,1,1250,1250
70418589,1163,3,1,7500,7500
70418590,1163,4,2,5625,11250
70418591,1163,5,1,1250,1250
70418592,1164,3,1,7500,7500
70418593,1164,2,1,9375,9375
70418594,1164,4,1,5625,5625
70418595,1164,5,1,1250,1250
70418596,1164,1,1,1875,1875
70418597,1165,2,1,9375,9375
70418598,1166,3,3,7500,22500
70418599,1166,2,1,9375,9375
70418600,1166,1,1,1875,1875
70418601,1167,3,3,7500,22500
70418602,1167,2,1,9375,9375
70418603,1167,4,2,5625,11250
70418604,1167,5,1,1250,1250
70418605,1167,1,2,1875,3750
70418606,1167,1,1,1875,1875
70418607,1168,3,2,7500,15000
70418608,1168,2,2,9375,18750
70418609,1168,1,3,1875,5625
70418610,1168,1,1,1875,1875
70418611,1169,3,3,7500,22500
70418612,1169,2,2,9375,18750
70418613,1169,4,1,5625,5625
70418614,1169,1,2,1875,3750
70418615,1170,3,4,7500,30000
70418616,1170,2,1,9375,9375
70418617,1170,4,2,5625,11250
70418618,1170,5,1,1250,1250
70418619,1170,1,2,1875,3750
70418620,1170,1,1,1875,1875
70418621,1171,3,1,7500,7500
70418622,1171,2,1,9375,9375
70418623,1171,4,1,5625,5625
70418624,1171,1,1,1875,1875
70418625,1172,3,1,7500,7500
70418626,1172,2,2,9375,18750
70418627,1172,4,3,5625,16875
70418628,1172,1,2,1875,3750
70418629,1173,3,3,7500,22500
70418630,1173,2,2,9375,18750
70418631,1173,4,2,5625,11250
70418632,1174,4,1,5625,5625
70418633,1175,3,2,7500,15000
70418634,1175,5,1,1250,1250
70418635,1176,3,1,7500,7500
70418636,1177,3,2,7500,15000
70418637,1177,2,3,9375,28125
70418638,1177,4,1,5625,5625
70418639,1177,1,1,1875,1875
70418640,1177,1,1,1875,1875
70418641,1178,3,1,7500,7500
70418642,1178,2,1,9375,9375
70418643,1178,4,2,5625,11250
70418644,1179,3,2,7500,15000
70418645,1179,2,3,9375,28125
70418646,1180,4,1,5625,5625
70418647,1181,2,1,9375,9375
70418648,1182,3,2,7500,15000
70418649,1182,2,1,9375,9375
70418650,1182,4,2,5625,11250
70418651,1182,5,1,1250,1250
70418652,1182,1,2,1875,3750
70418653,1183,2,2,9375,18750
70418654,1183,4,2,5625,11250
70418655,1183,1,1,1875,1875
70418656,1183,1,1,1875,1875
70418657,1184,3,1,7500,7500
70418658,1184,2,1,9375,9375
70418659,1185,3,2,7500,15000
70418660,1185,2,2,9375,18750
70418661,1185,4,1,5625,5625
70418662,1185,1,1,1875,1875
70418663,1186,4,1,5625,5625
70418664,1187,3,1,7500,7500
70418665,1187,2,3,9375,28125
