id,order_id,product_id,qty,item_price,unit_sales
12059,802,18,1,200000,200000
12060,803,40,1,50000,50000
12061,803,36,1,30000,30000
12062,803,34,1,50000,50000
12063,804,8,1,180000,180000
12064,804,26,1,130000,130000
12065,804,30,1,125000,125000
12066,805,24,2,130000,260000
12067,805,14,1,450000,450000
12068,805,23,1,130000,130000
12069,806,4,1,190000,190000
12070,806,23,3,130000,390000
12071,806,7,3,180000,540000
12072,807,39,2,30000,60000
12073,807,24,1,130000,130000
12074,807,8,2,180000,360000
12075,807,22,1,500000,500000
12076,808,37,1,40000,40000
12077,808,27,1,125000,125000
12078,808,19,1,200000,200000
12079,809,34,3,50000,150000
12080,809,25,1,130000,130000
12081,809,14,1,450000,450000
12082,810,33,1,40000,40000
12083,810,34,1,50000,50000
12084,810,26,1,130000,130000
12085,811,25,3,130000,390000
12086,811,13,2,250000,500000
12087,811,11,1,200000,200000
12088,811,25,2,130000,260000
12089,812,13,2,250000,500000
12090,812,33,1,40000,40000
12091,812,3,2,190000,380000
12092,812,19,1,200000,200000
12093,812,22,1,500000,500000
12094,813,43,1,50000,50000
12095,814,14,1,450000,450000
12096,815,19,1,200000,200000
12097,816,24,1,130000,130000
12098,816,40,1,50000,50000
12099,816,14,1,450000,450000
12100,817,39,1,30000,30000
12101,817,9,1,200000,200000
12102,818,41,1,60000,60000
12103,818,11,1,200000,200000
12104,818,23,1,130000,130000
12105,819,39,2,30000,60000
12106,819,16,1,250000,250000
12107,819,19,2,200000,400000
12108,819,16,1,250000,250000
12109,820,36,1,30000,30000
12110,821,40,1,50000,50000
12111,822,8,3,180000,540000
12112,822,1,1,190000,190000
12113,822,23,2,130000,260000
12114,822,43,1,50000,50000
12115,823,19,3,200000,600000
12116,823,40,1,50000,50000
12117,823,36,2,30000,60000
12118,823,41,1,60000,60000
12119,823,24,1,130000,130000
12120,824,24,3,130000,390000
12121,825,23,1,130000,130000
12122,825,33,1,40000,40000
12123,826,22,1,500000,500000
12124,826,30,1,125000,125000
12125,826,19,1,200000,200000
12126,827,25,1,130000,130000
12127,827,37,1,40000,40000
12128,828,27,1,125000,125000
12129,829,25,1,130000,130000
12130,829,9,2,200000,400000
12131,829,16,1,250000,250000
12132,830,22,3,500000,1500000
12133,830,27,2,125000,250000
12134,830,6,2,180000,360000
12135,830,24,2,130000,260000
12136,831,25,2,130000,260000
12137,831,3,1,190000,190000
12138,832,23,2,130000,260000
12139,833,14,1,450000,450000
12140,834,32,3,150000,450000
12141,834,28,1,125000,125000
12142,834,42,1,60000,60000
12143,834,30,1,125000,125000
12144,835,2,2,190000,380000
12145,835,12,1,200000,200000
12146,835,11,1,200000,200000
12147,836,35,2,50000,100000
12148,836,24,1,130000,130000
12149,836,3,1,190000,190000
12150,837,27,3,125000,375000
12151,837,9,2,200000,400000
12152,837,15,1,450000,450000
12153,837,9,1,200000,200000
12154,838,32,1,150000,150000
12155,839,33,1,40000,40000
12156,839,32,2,150000,300000
12157,839,18,1,200000,200000
12158,840,39,2,30000,60000
12159,840,4,1,190000,190000
12160,840,43,1,50000,50000
12161,841,33,1,40000,40000
12162,842,31,2,150000,300000
12163,842,14,1,450000,450000
12164,842,10,2,200000,400000
12165,842,1,2,190000,380000
12166,843,1,1,190000,190000
12167,843,7,1,180000,180000
12168,844,31,2,150000,300000
12169,844,43,1,50000,50000
12170,844,31,1,150000,150000
12171,845,13,2,250000,500000
12172,845,10,1,200000,200000
12173,846,25,1,130000,130000
12174,846,19,1,200000,200000
12175,847,43,3,50000,150000
12176,847,39,3,30000,90000
12177,847,31,1,150000,150000
12178,847,14,1,450000,450000
12179,848,33,1,40000,40000
12180,849,28,3,125000,375000
12181,850,23,1,130000,130000
12182,850,9,1,200000,200000
12183,850,5,1,180000,180000
12184,851,3,3,190000,570000
12185,851,43,1,50000,50000
12186,851,16,1,250000,250000
12187,852,37,1,40000,40000
12188,852,30,2,125000,250000
12189,853,1,3,190000,570000
12190,853,43,2,50000,100000
12191,853,12,3,200000,600000
12192,853,16,1,250000,250000
12193,853,34,3,50000,150000
12194,854,26,3,130000,390000
12195,854,26,1,130000,130000
12196,855,3,3,190000,570000
12197,855,28,1,125000,125000
12198,855,37,1,40000,40000
12199,856,26,1,130000,130000
12200,856,1,2,190000,380000
12201,856,34,1,50000,50000
12202,856,22,1,500000,500000
12203,856,23,1,130000,130000
12204,857,18,1,200000,200000
12205,857,19,1,200000,200000
12206,858,42,1,60000,60000
12207,859,13,3,250000,750000
12208,859,30,3,125000,375000
12209,860,39,2,30000,60000
12210,860,7,1,180000,180000
12211,861,15,2,450000,900000
12212,861,42,2,60000,120000
12213,862,32,1,150000,150000
12214,862,23,1,130000,130000
12215,863,9,1,200000,200000
12216,863,24,2,130000,260000
12217,863,12,1,200000,200000
12218,863,12,1,200000,200000
12219,864,33,3,40000,120000
12220,864,33,2,40000,80000
12221,864,29,3,125000,375000
12222,864,21,1,500000,500000
12223,864,3,1,190000,190000
12224,864,40,1,50000,50000
12225,865,24,2,130000,260000
12226,865,30,1,125000,125000
12227,866,5,1,180000,180000
12228,867,42,2,60000,120000
12229,867,26,1,130000,130000
12230,867,27,2,125000,250000
12231,868,30,1,125000,125000
12232,869,40,1,50000,50000
12233,869,13,3,250000,750000
12234,869,23,2,130000,260000
12235,869,40,2,50000,100000
12236,870,18,1,200000,200000
12237,871,24,3,130000,390000
12238,871,29,1,125000,125000
12239,871,26,3,130000,390000
12240,871,35,1,50000,50000
12241,871,37,1,40000,40000
12242,871,21,1,500000,500000
12243,872,28,1,125000,125000
12244,872,31,1,150000,150000
12245,872,3,2,190000,380000
12246,872,6,1,180000,180000
12247,873,21,2,500000,1000000
12248,874,17,1,400000,400000
12249,874,27,3,125000,375000
12250,874,17,1,400000,400000
12251,875,10,1,200000,200000
12252,875,25,2,130000,260000
12253,875,30,2,125000,250000
12254,876,25,1,130000,130000
12255,877,39,1,30000,30000
12256,877,25,1,130000,130000
12257,877,4,1,190000,190000
12258,877,39,1,30000,30000
12259,878,10,2,200000,400000
12260,878,39,3,30000,90000
12261,878,43,1,50000,50000
12262,878,41,1,60000,60000
12263,878,21,2,500000,1000000
12264,879,31,3,150000,450000
12265,879,14,2,450000,900000
12266,879,2,1,190000,190000
12267,880,39,2,30000,60000
12268,880,9,1,200000,200000
12269,880,25,1,130000,130000
12270,881,31,1,150000,150000
12271,882,30,1,125000,125000
12272,882,42,3,60000,180000
12273,882,32,1,150000,150000
12274,883,6,2,180000,360000
12275,883,31,1,150000,150000
12276,884,40,2,50000,100000
12277,884,4,1,190000,190000
12278,885,42,2,60000,120000
12279,885,34,1,50000,50000
12280,885,29,1,125000,125000
12281,885,19,1,200000,200000
12282,886,10,2,200000,400000
12283,886,5,1,180000,180000
12284,886,1,1,190000,190000
12285,886,10,1,200000,200000
12286,886,31,2,150000,300000
12287,887,27,1,125000,125000
12288,887,2,2,190000,380000
12289,887,24,1,130000,130000
12290,888,12,3,200000,600000
12291,888,28,1,125000,125000
12292,888,22,2,500000,1000000
12293,888,14,1,450000,450000
12294,889,25,1,130000,130000
12295,889,2,1,190000,190000
12296,889,18,2,200000,400000
12297,890,12,2,200000,400000
12298,890,2,3,190000,570000
12299,890,3,2,190000,380000
12300,890,4,1,190000,190000
12301,890,23,1,130000,130000
12302,891,27,1,125000,125000
12303,891,1,3,190000,570000
12304,891,5,2,180000,360000
12305,891,2,1,190000,190000
12306,891,20,1,400000,400000
12307,892,14,2,450000,900000
12308,892,37,1,40000,40000
12309,892,28,1,125000,125000
12310,892,41,1,60000,60000
12311,892,5,1,180000,180000
12312,893,23,1,130000,130000
12313,893,33,1,40000,40000
12314,893,23,1,130000,130000
12315,893,30,1,125000,125000
12316,894,39,2,30000,60000
12317,894,1,2,190000,380000
12318,894,17,1,400000,400000
12319,894,9,2,200000,400000
12320,895,30,2,125000,250000
12321,895,23,1,130000,130000
12322,896,24,1,130000,130000
12323,896,6,1,180000,180000
12324,896,7,1,180000,180000
12325,897,13,1,250000,250000
12326,897,1,1,190000,190000
12327,897,15,1,450000,450000
12328,898,31,2,150000,300000
12329,898,9,1,200000,200000
12330,898,15,1,450000,450000
12331,899,35,1,50000,50000
12332,899,33,1,40000,40000
12333,899,11,1,200000,200000
12334,900,10,1,200000,200000
12335,901,1,2,190000,380000
12336,901,33,1,40000,40000
12337,902,33,1,40000,40000
12338,902,40,2,50000,100000
12339,902,17,1,400000,400000
12340,902,14,1,450000,450000
12341,903,22,1,500000,500000
12342,903,20,1,400000,400000
12343,904,41,1,60000,60000
12344,904,38,2,40000,80000
12345,905,10,1,200000,200000
12346,905,41,1,60000,60000
12347,905,3,2,190000,380000
12348,905,37,1,40000,40000
12349,905,31,1,150000,150000
12350,906,25,3,130000,390000
12351,906,24,3,130000,390000
12352,906,6,2,180000,360000
12353,906,5,1,180000,180000
12354,907,27,2,125000,250000
12355,908,12,1,200000,200000
12356,909,38,1,40000,40000
12357,909,32,1,150000,150000
12358,909,4,1,190000,190000
12359,909,1,1,190000,190000
12360,910,43,2,50000,100000
12361,911,1,1,190000,190000
12362,912,4,2,190000,380000
12363,912,11,1,200000,200000
12364,913,29,2,125000,250000
12365,913,34,2,50000,100000
12366,913,12,2,200000,400000
12367,913,30,2,125000,250000
12368,913,21,1,500000,500000
12369,914,33,2,40000,80000
12370,915,2,2,190000,380000
12371,915,21,1,500000,500000
12372,915,4,3,190000,570000
12373,915,7,1,180000,180000
12374,915,8,1,180000,180000
12375,916,4,1,190000,190000
12376,917,13,2,250000,500000
12377,917,16,1,250000,250000
12378,918,3,1,190000,190000
12379,918,43,1,50000,50000
12380,919,9,1,200000,200000
12381,920,15,1,450000,450000
12382,921,29,1,125000,125000
12383,921,25,2,130000,260000
12384,921,30,1,125000,125000
12385,921,16,2,250000,500000
12386,921,19,1,200000,200000
12387,922,43,1,50000,50000
12388,923,15,1,450000,450000
12389,924,15,2,450000,900000
12390,924,29,1,125000,125000
12391,925,5,1,180000,180000
12392,926,29,2,125000,250000
12393,926,8,1,180000,180000
12394,926,7,3,180000,540000
12395,926,14,3,450000,1350000
12396,927,35,1,50000,50000
12397,927,5,3,180000,540000
12398,928,9,1,200000,200000
12399,928,13,2,250000,500000
12400,929,36,1,30000,30000
12401,930,18,2,200000,400000
12402,930,15,2,450000,900000
12403,930,2,2,190000,380000
12404,930,2,1,190000,190000
12405,931,25,3,130000,390000
12406,931,40,3,50000,150000
12407,931,36,2,30000,60000
12408,931,11,1,200000,200000
12409,931,4,2,190000,380000
12410,932,15,1,450000,450000
12411,932,6,2,180000,360000
12412,932,16,1,250000,250000
12413,932,9,1,200000,200000
12414,933,7,1,180000,180000
12415,933,43,3,50000,150000
12416,933,20,1,400000,400000
12417,934,15,1,450000,450000
12418,935,14,1,450000,450000
12419,935,17,1,400000,400000
12420,936,29,1,125000,125000
12421,936,11,1,200000,200000
12422,937,7,1,180000,180000
12423,937,19,2,200000,400000
12424,937,33,2,40000,80000
12425,937,31,1,150000,150000
12426,938,32,1,150000,150000
12427,939,39,1,30000,30000
12428,939,33,1,40000,40000
12429,939,11,3,200000,600000
12430,939,25,1,130000,130000
12431,939,17,1,400000,400000
12432,940,22,2,500000,1000000
12433,940,16,1,250000,250000
12434,940,36,1,30000,30000
12435,941,40,2,50000,100000
12436,941,28,1,125000,125000
12437,942,5,3,180000,540000
12438,942,38,2,40000,80000
12439,942,39,2,30000,60000
12440,943,3,1,190000,190000
12441,943,38,1,40000,40000
12442,944,34,1,50000,50000
12443,944,10,1,200000,200000
12444,944,24,1,130000,130000
12445,945,13,2,250000,500000
12446,945,27,1,125000,125000
12447,945,38,1,40000,40000
12448,946,37,3,40000,120000
12449,946,29,2,125000,250000
12450,946,36,3,30000,90000
12451,946,24,3,130000,390000
12452,947,3,1,190000,190000
12453,947,42,1,60000,60000
12454,947,41,1,60000,60000
12455,948,29,1,125000,125000
12456,948,1,2,190000,380000
12457,948,8,2,180000,360000
12458,948,22,1,500000,500000
12459,949,31,2,150000,300000
12460,949,12,1,200000,200000
12461,949,23,1,130000,130000
12462,950,36,3,30000,90000
12463,950,17,2,400000,800000
12464,951,13,1,250000,250000
12465,951,38,1,40000,40000
12466,951,13,2,250000,500000
12467,952,7,2,180000,360000
12468,952,18,3,200000,600000
12469,952,27,1,125000,125000
12470,952,18,1,200000,200000
12471,952,6,1,180000,180000
12472,953,39,1,30000,30000
12473,953,6,1,180000,180000
12474,954,23,2,130000,260000
12475,954,4,1,190000,190000
12476,954,4,1,190000,190000
12477,955,41,2,60000,120000
12478,956,43,1,50000,50000
12479,957,34,1,50000,50000
12480,957,33,1,40000,40000
12481,957,43,1,50000,50000
12482,958,37,1,40000,40000
12483,958,42,2,60000,120000
12484,959,22,1,500000,500000
12485,959,13,1,250000,250000
12486,960,11,2,200000,400000
12487,960,28,1,125000,125000
12488,961,22,1,500000,500000
12489,962,33,2,40000,80000
12490,963,22,1,500000,500000
12491,963,9,2,200000,400000
12492,963,30,2,125000,250000
12493,963,27,1,125000,125000
12494,964,1,2,190000,380000
12495,964,10,1,200000,200000
12496,964,17,2,400000,800000
12497,964,41,2,60000,120000
12498,964,2,1,190000,190000
12499,965,20,1,400000,400000
12500,965,9,3,200000,600000
12501,965,2,1,190000,190000
12502,966,4,3,190000,570000
12503,966,2,1,190000,190000
12504,966,30,1,125000,125000
12505,966,39,1,30000,30000
12506,967,19,3,200000,600000
12507,967,19,1,200000,200000
12508,968,34,2,50000,100000
12509,968,40,2,50000,100000
12510,968,17,1,400000,400000
12511,969,21,2,500000,1000000
12512,969,19,3,200000,600000
12513,969,30,1,125000,125000
12514,969,28,1,125000,125000
12515,969,41,1,60000,60000
12516,970,14,2,450000,900000
12517,970,19,3,200000,600000
12518,970,12,1,200000,200000
12519,970,8,1,180000,180000
12520,970,32,1,150000,150000
12521,971,1,1,190000,190000
12522,972,42,2,60000,120000
12523,972,6,1,180000,180000
12524,972,2,1,190000,190000
12525,973,16,2,250000,500000
12526,973,1,3,190000,570000
12527,974,1,1,190000,190000
12528,974,18,1,200000,200000
12529,974,16,2,250000,500000
12530,974,10,1,200000,200000
12531,975,16,1,250000,250000
12532,976,7,3,180000,540000
12533,976,13,1,250000,250000
12534,977,30,3,125000,375000
12535,977,22,1,500000,500000
12536,977,22,1,500000,500000
12537,978,42,1,60000,60000
12538,978,23,1,130000,130000
12539,979,18,3,200000,600000
12540,979,16,1,250000,250000
12541,980,43,3,50000,150000
12542,980,42,2,60000,120000
12543,981,9,1,200000,200000
12544,982,43,1,50000,50000
12545,982,32,1,150000,150000
12546,982,29,1,125000,125000
12547,983,21,2,500000,1000000
12548,983,9,1,200000,200000
12549,983,25,1,130000,130000
12550,984,29,1,125000,125000
12551,985,42,1,60000,60000
12552,985,38,1,40000,40000
12553,985,26,1,130000,130000
12554,986,1,1,190000,190000
12555,987,27,3,125000,375000
12556,987,27,1,125000,125000
12557,987,33,3,40000,120000
12558,987,10,1,200000,200000
12559,988,22,2,500000,1000000
12560,988,33,1,40000,40000
12561,989,27,1,125000,125000
12562,989,29,1,125000,125000
12563,990,1,1,190000,190000
12564,990,3,1,190000,190000
12565,990,29,1,125000,125000
12566,990,4,1,190000,190000
12567,991,35,1,50000,50000
12568,991,34,2,50000,100000
12569,991,35,2,50000,100000
12570,991,8,2,180000,360000
12571,991,19,1,200000,200000
12572,992,43,1,50000,50000
12573,993,37,1,40000,40000
12574,993,21,1,500000,500000
12575,993,29,2,125000,250000
12576,993,7,1,180000,180000
12577,993,21,1,500000,500000
12578,994,29,3,125000,375000
12579,994,7,1,180000,180000
12580,995,14,2,450000,900000
12581,995,17,3,400000,1200000
12582,995,28,1,125000,125000
12583,995,18,2,200000,400000
12584,996,14,2,450000,900000
12585,996,28,1,125000,125000
12586,996,33,1,40000,40000
12587,996,29,1,125000,125000
12588,997,21,1,500000,500000
12589,997,40,1,50000,50000
12590,997,30,1,125000,125000
12591,998,35,1,50000,50000
12592,998,30,3,125000,375000
12593,998,15,1,450000,450000
12594,998,19,1,200000,200000
12595,999,11,3,200000,600000
12596,999,42,2,60000,120000
12597,999,39,2,30000,60000
12598,1000,21,2,500000,1000000
12599,1000,33,1,40000,40000
12600,1000,7,2,180000,360000
12601,1001,41,1,60000,60000
12602,1001,27,1,125000,125000
12603,1002,37,1,40000,40000
12604,1003,43,1,50000,50000
12605,1003,10,1,200000,200000
12606,1003,35,2,50000,100000
12607,1003,3,1,190000,190000
12608,1004,34,1,50000,50000
12609,1004,7,1,180000,180000
12610,1005,12,1,200000,200000
12611,1005,28,1,125000,125000
12612,1006,30,1,125000,125000
12613,1007,12,1,200000,200000
12614,1007,31,2,150000,300000
12615,1007,15,3,450000,1350000
12616,1007,3,1,190000,190000
12617,1007,30,1,125000,125000
12618,1008,29,1,125000,125000
12619,1009,28,2,125000,250000
12620,1009,36,1,30000,30000
12621,1009,27,1,125000,125000
12622,1009,24,1,130000,130000
12623,1010,4,3,190000,570000
12624,1010,25,2,130000,260000
12625,1010,21,1,500000,500000
12626,1010,32,1,150000,150000
12627,1010,37,1,40000,40000
12628,1011,10,1,200000,200000
12629,1012,4,2,190000,380000
12630,1012,43,2,50000,100000
12631,1012,5,1,180000,180000
12632,1012,33,2,40000,80000
12633,1013,7,2,180000,360000
12634,1014,38,1,40000,40000
12635,1015,14,1,450000,450000
12636,1015,20,1,400000,400000
12637,1016,6,3,180000,540000
12638,1016,25,2,130000,260000
12639,1016,14,2,450000,900000
12640,1017,34,1,50000,50000
12641,1017,13,1,250000,250000
12642,1017,17,2,400000,800000
12643,1017,21,1,500000,500000
12644,1017,17,2,400000,800000
12645,1018,8,2,180000,360000
12646,1018,20,1,400000,400000
12647,1019,24,2,130000,260000
12648,1019,25,1,130000,130000
12649,1020,41,2,60000,120000
12650,1020,38,1,40000,40000
12651,1021,36,1,30000,30000
12652,1021,30,1,125000,125000
12653,1021,15,1,450000,450000
12654,1022,30,1,125000,125000
12655,1022,35,2,50000,100000
12656,1022,36,1,30000,30000
12657,1023,12,2,200000,400000
12658,1023,28,2,125000,250000
12659,1023,4,1,190000,190000
12660,1024,10,3,200000,600000
12661,1024,17,1,400000,400000
12662,1024,32,1,150000,150000
12663,1025,1,3,190000,570000
12664,1025,43,1,50000,50000
12665,1026,16,1,250000,250000
12666,1026,17,2,400000,800000
12667,1026,31,3,150000,450000
12668,1026,22,1,500000,500000
12669,1026,25,1,130000,130000
12670,1026,25,2,130000,260000
12671,1027,4,1,190000,190000
12672,1028,17,1,400000,400000
12673,1029,39,1,30000,30000
12674,1029,19,3,200000,600000
12675,1029,28,2,125000,250000
12676,1030,37,1,40000,40000
12677,1031,16,1,250000,250000
12678,1032,36,2,30000,60000
12679,1032,24,2,130000,260000
12680,1032,25,1,130000,130000
12681,1033,22,2,500000,1000000
12682,1033,37,3,40000,120000
12683,1033,20,1,400000,400000
12684,1033,8,2,180000,360000
12685,1034,23,2,130000,260000
12686,1034,36,1,30000,30000
12687,1035,11,1,200000,200000
12688,1036,33,1,40000,40000
12689,1036,41,2,60000,120000
12690,1037,11,4,200000,800000
12691,1037,41,1,60000,60000
12692,1037,15,2,450000,900000
12693,1037,23,1,130000,130000
12694,1038,22,2,500000,1000000
12695,1038,27,1,125000,125000
12696,1039,3,1,190000,190000
12697,1039,30,2,125000,250000
12698,1040,9,2,200000,400000
12699,1040,1,1,190000,190000
12700,1041,31,1,150000,150000
12701,1042,8,3,180000,540000
12702,1043,33,1,40000,40000
12703,1043,7,1,180000,180000
12704,1044,41,1,60000,60000
12705,1044,31,1,150000,150000
12706,1045,36,1,30000,30000
12707,1045,34,1,50000,50000
12708,1046,10,1,200000,200000
12709,1047,27,1,125000,125000
12710,1047,37,1,40000,40000
12711,1048,36,1,30000,30000
12712,1049,10,1,200000,200000
12713,1050,37,1,40000,40000
12714,1051,15,3,450000,1350000
12715,1051,19,2,200000,400000
12716,1051,42,2,60000,120000
12717,1052,5,1,180000,180000
12718,1052,7,2,180000,360000
12719,1053,10,1,200000,200000
12720,1054,11,1,200000,200000
12721,1055,21,2,500000,1000000
12722,1055,16,2,250000,500000
12723,1055,42,1,60000,60000
12724,1055,12,1,200000,200000
12725,1056,16,1,250000,250000
12726,1056,40,2,50000,100000
12727,1057,23,1,130000,130000
12728,1057,9,1,200000,200000
12729,1058,7,1,180000,180000
12730,1059,3,1,190000,190000
12731,1060,36,1,30000,30000
12732,1060,14,1,450000,450000
12733,1060,23,1,130000,130000
12734,1061,34,2,50000,100000
12735,1061,16,1,250000,250000
12736,1062,1,2,190000,380000
12737,1062,28,1,125000,125000
12738,1062,12,1,200000,200000
12739,1062,27,1,125000,125000
12740,1063,7,2,180000,360000
12741,1063,10,1,200000,200000
12742,1063,11,1,200000,200000
12743,1063,12,1,200000,200000
12744,1063,15,2,450000,900000
12745,1064,7,1,180000,180000
12746,1064,30,2,125000,250000
12747,1064,22,1,500000,500000
12748,1065,34,1,50000,50000
12749,1066,13,1,250000,250000
12750,1067,37,1,40000,40000
12751,1067,38,1,40000,40000
12752,1068,37,1,40000,40000
12753,1068,4,3,190000,570000
12754,1068,20,3,400000,1200000
12755,1069,20,1,400000,400000
12756,1069,9,1,200000,200000
12757,1069,3,1,190000,190000
12758,1070,5,1,180000,180000
12759,1071,13,1,250000,250000
12760,1071,35,2,50000,100000
12761,1071,8,2,180000,360000
12762,1072,11,3,200000,600000
12763,1072,28,1,125000,125000
12764,1073,27,1,125000,125000
12765,1073,16,3,250000,750000
12766,1074,21,1,500000,500000
12767,1074,8,1,180000,180000
12768,1074,35,1,50000,50000
12769,1075,20,1,400000,400000
12770,1075,36,2,30000,60000
12771,1076,42,1,60000,60000
12772,1076,7,1,180000,180000
12773,1076,33,2,40000,80000
12774,1076,22,1,500000,500000
12775,1076,43,1,50000,50000
12776,1077,1,3,190000,570000
12777,1077,32,1,150000,150000
12778,1077,41,2,60000,120000
12779,1077,3,1,190000,190000
12780,1077,40,3,50000,150000
12781,1078,23,1,130000,130000
12782,1079,31,2,150000,300000
12783,1079,40,1,50000,50000
12784,1079,7,1,180000,180000
12785,1080,43,2,50000,100000
12786,1080,17,2,400000,800000
12787,1080,17,1,400000,400000
12788,1081,41,1,60000,60000
12789,1081,41,3,60000,180000
12790,1082,30,2,125000,250000
12791,1082,22,1,500000,500000
12792,1082,19,1,200000,200000
12793,1083,21,3,500000,1500000
12794,1083,39,3,30000,90000
12795,1083,42,1,60000,60000
12796,1083,23,1,130000,130000
12797,1084,28,1,125000,125000
12798,1084,1,1,190000,190000
12799,1085,23,3,130000,390000
12800,1085,14,2,450000,900000
12801,1085,2,1,190000,190000
12802,1085,7,1,180000,180000
12803,1086,41,1,60000,60000
12804,1087,7,2,180000,360000
12805,1087,13,2,250000,500000
12806,1087,11,1,200000,200000
12807,1088,17,1,400000,400000
12808,1088,30,1,125000,125000
12809,1089,37,2,40000,80000
12810,1089,29,4,125000,500000
12811,1089,24,1,130000,130000
12812,1090,13,1,250000,250000
12813,1091,22,2,500000,1000000
12814,1091,21,1,500000,500000
12815,1092,29,1,125000,125000
12816,1092,38,2,40000,80000
12817,1093,23,1,130000,130000
12818,1093,22,1,500000,500000
12819,1093,11,1,200000,200000
12820,1094,31,2,150000,300000
12821,1094,19,1,200000,200000
12822,1094,30,1,125000,125000
12823,1095,28,2,125000,250000
12824,1096,42,1,60000,60000
12825,1096,1,3,190000,570000
12826,1096,1,2,190000,380000
12827,1096,34,1,50000,50000
12828,1097,37,2,40000,80000
12829,1097,8,1,180000,180000
12830,1097,41,1,60000,60000
12831,1098,27,2,125000,250000
12832,1098,25,1,130000,130000
12833,1098,22,3,500000,1500000
12834,1098,24,2,130000,260000
12835,1099,17,1,400000,400000
12836,1100,9,2,200000,400000
12837,1101,14,1,450000,450000
12838,1102,12,2,200000,400000
12839,1102,36,2,30000,60000
12840,1102,42,1,60000,60000
12841,1102,4,1,190000,190000
12842,1102,12,1,200000,200000
12843,1102,34,1,50000,50000
12844,1103,21,1,500000,500000
12845,1103,5,2,180000,360000
12846,1103,25,1,130000,130000
12847,1103,36,1,30000,30000
12848,1103,30,1,125000,125000
12849,1104,31,1,150000,150000
12850,1105,10,3,200000,600000
12851,1105,8,2,180000,360000
12852,1105,17,1,400000,400000
12853,1105,30,1,125000,125000
12854,1106,35,3,50000,150000
12855,1107,41,2,60000,120000
12856,1107,10,3,200000,600000
12857,1107,32,1,150000,150000
12858,1108,22,1,500000,500000
12859,1108,11,3,200000,600000
12860,1109,20,2,400000,800000
12861,1110,43,3,50000,150000
12862,1110,14,2,450000,900000
12863,1110,20,1,400000,400000
12864,1110,20,2,400000,800000
12865,1110,19,2,200000,400000
12866,1111,35,2,50000,100000
12867,1112,3,1,190000,190000
12868,1113,9,1,200000,200000
12869,1113,15,1,450000,450000
12870,1114,23,2,130000,260000
12871,1115,11,2,200000,400000
12872,1115,13,2,250000,500000
12873,1115,15,1,450000,450000
12874,1116,12,1,200000,200000
12875,1117,34,2,50000,100000
12876,1117,38,1,40000,40000
12877,1118,2,2,190000,380000
12878,1118,11,1,200000,200000
12879,1119,34,3,50000,150000
12880,1119,15,2,450000,900000
12881,1120,34,3,50000,150000
12882,1120,29,1,125000,125000
12883,1120,25,2,130000,260000
12884,1121,12,2,200000,400000
12885,1121,3,1,190000,190000
12886,1122,23,1,130000,130000
12887,1122,22,1,500000,500000
12888,1122,18,2,200000,400000
12889,1122,37,2,40000,80000
12890,1123,29,1,125000,125000
12891,1123,7,1,180000,180000
12892,1123,23,2,130000,260000
12893,1123,6,1,180000,180000
12894,1124,26,1,130000,130000
12895,1125,29,1,125000,125000
12896,1126,28,1,125000,125000
12897,1126,4,1,190000,190000
12898,1126,27,1,125000,125000
12899,1127,18,2,200000,400000
12900,1127,36,1,30000,30000
12901,1127,28,2,125000,250000
12902,1127,6,1,180000,180000
12903,1128,16,1,250000,250000
12904,1128,40,2,50000,100000
12905,1129,12,2,200000,400000
12906,1129,2,2,190000,380000
12907,1129,7,2,180000,360000
12908,1130,25,2,130000,260000
12909,1130,33,1,40000,40000
12910,1130,4,1,190000,190000
12911,1131,34,1,50000,50000
12912,1131,15,3,450000,1350000
12913,1131,16,1,250000,250000
12914,1131,42,1,60000,60000
12915,1131,31,1,150000,150000
12916,1132,22,1,500000,500000
12917,1132,33,1,40000,40000
12918,1132,24,1,130000,130000
12919,1133,8,1,180000,180000
12920,1133,21,1,500000,500000
12921,1134,31,1,150000,150000
12922,1135,24,1,130000,130000
12923,1135,1,3,190000,570000
12924,1135,43,3,50000,150000
12925,1135,39,1,30000,30000
12926,1136,11,1,200000,200000
12927,1136,12,1,200000,200000
12928,1137,6,2,180000,360000
12929,1138,17,1,400000,400000
12930,1138,12,1,200000,200000
12931,1139,42,3,60000,180000
12932,1139,22,2,500000,1000000
12933,1139,34,1,50000,50000
12934,1139,14,1,450000,450000
12935,1140,26,1,130000,130000
12936,1140,6,1,180000,180000
12937,1141,6,2,180000,360000
12938,1141,4,1,190000,190000
12939,1141,25,1,130000,130000
12940,1141,23,1,130000,130000
12941,1141,18,1,200000,200000
12942,1142,32,2,150000,300000
12943,1142,20,2,400000,800000
12944,1142,37,1,40000,40000
12945,1143,29,3,125000,375000
12946,1143,22,2,500000,1000000
12947,1143,14,3,450000,1350000
12948,1143,5,3,180000,540000
12949,1144,26,1,130000,130000
12950,1144,20,1,400000,400000
12951,1144,32,2,150000,300000
12952,1145,33,2,40000,80000
12953,1145,15,2,450000,900000
12954,1145,22,2,500000,1000000
12955,1145,26,1,130000,130000
12956,1145,9,1,200000,200000
12957,1146,11,2,200000,400000
12958,1146,21,1,500000,500000
12959,1146,34,1,50000,50000
12960,1146,6,2,180000,360000
12961,1147,30,1,125000,125000
12962,1147,7,1,180000,180000
12963,1148,6,1,180000,180000
